artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,PaintingsExhibitedAt,StylesYears,StylesCount,PaintingsExhibitedAtCount,Contemporary,Type,birth_place,birth_date,death_place,death_date,gender,citizenship,occupation,work_locations
Sarah Burton,,,,,,,,,,,"Paris, United Kingdom, London, France",,,"{Paris:4},{France:4},{London:1},{United Kingdom:1}",,,Macclesfield,1974,,1812,female,United Kingdom,"['fashion designer', 'researcher', 'writer']",[]
Satoru Takada,,,,,,,,,,,"Japan, Kyoto",,,"{Kyoto:1},{Japan:1}",,,,1959,,,male,Japan,"['businessperson', 'researcher']",[]
Laura Ashley,,,,,,,,,1978.0,1978.0,,,,,No,,Dowlais,1925,Coventry,1985,female,United Kingdom of Great Britain and Ireland,"['textile designer', 'textile artist', 'fashion designer', 'businessperson']",[]
Kenji Nakai,,,,,,,,,,,"Japan, Kyoto",,,"{Kyoto:1},{Japan:1}",,,,,,,male,Japan,"['audio engineer', 'researcher']",[]
UNKNOWN,,,,,,,,,1954.0,2014.0,"United States, Jersey City",,,"{Jersey City:1},{United States:1}",Yes,,,,,,,,composer,[]
Anya Hindmarch,,,,,,,,,,,"London, United Kingdom",,,"{London:2},{United Kingdom:2}",,,Maldon,1968,,,female,United Kingdom,fashion designer,[]
Sophia Yu,,,,,,,,,2011.0,2011.0,,,,,Yes,,,,,,female,,[],[]
Liu Haisu,,,,,,,,,1931.0,1931.0,,,,,No,,Changzhou,1896,,1994,male,People's Republic of China,painter,"{'location': ""People's Republic of China"", 'start_time': None, 'end_time': None, 'point_in_time': None}"
William Berczy,,,,,,,,,1806.0,1810.0,,,,,No,,Wallerstein,1744,New York City,1813,male,Germany,"['painter', 'architect']",[]
Charles Rosen,,,,,,,,,1909.0,1909.0,,,,,No,,Reagantown,1878,Kingston,1950,male,United States of America,painter,[]
Giuseppe Troni,,,,,,,,,1790.0,1807.0,,,,,No,,Turin,1739,Lisbon,1810,male,,painter,[]
Sun Zongwei,,,,,,,,,1939.0,1939.0,,,,,No,,Changzhou,1912,,1979,male,People's Republic of China,painter,[]
Arthur Coulin,,,,,,,,,1903.0,1903.0,,,,,No,,Sibiu,1869,Heidelberg,1912,male,Romania,painter,[]
Emilio Gola,,,,,,,,,1903.0,1903.0,,,,,No,,Milan,1851,Milan,1923,male,Kingdom of Italy,painter,"{'location': 'Val Camonica', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Giovanni Carnovali,,,,,,,,,1825.0,1825.0,,,,,No,,Montegrino Valtravaglia,1804,Coltaro,1873,male,Kingdom of Italy,painter,"[{'location': 'Cremona', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Bergamo', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Milan', 'start_time': None, 'end_time': None, 'point_in_time': None}]"
Piero Giunni,,,,,,,,,1976.0,1976.0,,,,,No,,Villa Cortese,1912,Bondone,2000,male,Kingdom of Italy,painter,"{'location': 'Milan', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Arturo Tosi,,,,,,,,,1923.0,1923.0,,,,,No,,Busto Arsizio,1871,Milan,1956,male,Kingdom of Italy,"['graphic artist', 'painter']",[]
Giuseppe Collignon,,,,,,,,,1833.0,1833.0,,,,,No,,Castelnuovo Berardenga,1778,Florence,1863,male,Kingdom of Italy,"['decorator', 'painter', 'engraver']","[{'location': 'Siena', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Rome', 'start_time': '1800-01-01T00:00:00Z', 'end_time': '1830-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Florence', 'start_time': None, 'end_time': None, 'point_in_time': None}]"
Antonín Machek,,,,,,,,,1841.0,1841.0,,,,,No,,Podlažice,1775,Prague,1844,male,Austrian Empire,"['lithographer', 'graphic artist', 'painter']",[]
Evelyn Dunbar,,,,,,,,,1945.0,1945.0,,,,,No,,Reading,1906,,1960,female,United Kingdom of Great Britain and Ireland,painter,[]
Alan Moore,,,,,,,,,1947.0,1947.0,,,,,No,,Northampton,1953,Ballarat,2015,male,United Kingdom,"['science fiction writer', 'penciller', 'comics writer', 'novelist', 'opinion journalist', 'comics artist', 'illustrator', 'writer', 'musician', 'drummer', 'poet', 'association football player', 'painter', 'military officer', 'physician', 'boxer', 'journalist']","{'location': 'London', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Scipione,,,,,,,,,1930.0,1930.0,,,,,No,,Macerata,1904,Arco,1933,male,Kingdom of Italy,"['painter', 'writer']","[{'location': 'Milan', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Turin', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Rome', 'start_time': None, 'end_time': None, 'point_in_time': None}]"
Park Su-geun,,,,,,,,,1960.0,1960.0,,,,,No,,Yanggu County,1914,South Korea,1965,male,South Korea,painter,[]
Iberê Camargo,,,,,,,,,1961.0,1989.0,,,,,,,Restinga Sêca,1914,Porto Alegre,1994,male,Brazil,"['printmaker', 'painter']",[]
He Kongde,,,,,,,,,1956.0,1956.0,,,,,No,,,1925,,2003,male,People's Republic of China,"['visual artist', 'painter']",[]
Jean-Baptiste Massé,,,,,,,,,1740.0,1740.0,,,,,No,,Paris,1687,Paris,1767,male,France,"['painter', 'artist', 'engraver']",[]
Philip Taaffe,American,,{Neo-Minimalism (Neo-Geo):10},,,,,,1984.0,1988.0,,Neo-Geo:1984-1988,{Neo-Geo:10},,,,Elizabeth,1955,,,male,United States of America,"['painter', 'illustrator']","{'location': 'New York City', 'start_time': None, 'end_time': None, 'point_in_time': '1974-01-01T00:00:00Z'}"
Holger Drachmann,,,,,,,,,1900.0,1908.0,,,,,No,,Copenhagen,1846,Hornbæk,1908,male,Denmark,poet,[]
Antonio Parreiras,,,,,,,,,1888.0,1900.0,,,,,No,,Niterói,1860,Niterói,1937,male,Brazil,"['university teacher', 'painter']",[]
Georg Grimm,,,,,,,,,1874.0,1874.0,,,,,No,,Immenstadt im Allgäu,1846,Palermo,1887,male,Kingdom of Bavaria,"['drawer', 'university teacher', 'painter', 'judge']",[]
Pedro Weingärtner,,,,,,,,,1903.0,1903.0,,,,,No,,Porto Alegre,1853,Porto Alegre,1929,male,Brazil,"['drawer', 'printmaker', 'painter']",[]
Stavrakis,,,,,,,,,1890.0,1892.0,,,,,No,,,,,,,,[],[]
Benon Liberski,,,,,,,,,1962.0,1962.0,,,,,No,,Łódź,1926,Łódź,1983,male,Poland,painter,[]
Jacques Rousseau,,,,,,,,,,,,,"{French painting:2}, {17th century:2}",,,,Paris,1630,London,1693,male,France,painter,"[{'location': 'Rome', 'start_time': '1654-01-01T00:00:00Z', 'end_time': '1655-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Switzerland', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Paris', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'London', 'start_time': '1690-01-01T00:00:00Z', 'end_time': '1693-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Netherlands', 'start_time': None, 'end_time': None, 'point_in_time': None}]"
Carl Karger,,,,,,,,,1875.0,1875.0,,,,,No,,Vienna,1848,Vienna,1913,male,Cisleithania,"['university teacher', 'painter', 'illustrator']",[]
Jan Wynants,,,,,,,,,1660.0,1670.0,,,,,No,,Haarlem,1632,Amsterdam,1684,male,Dutch Republic,"['painter', 'sport cyclist']","{'location': 'Amsterdam', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Kim Jong-tae,,,,,,,,,1906.0,1938.0,,,,,No,,,1953,,1969,male,South Korea,political activist,[]
Maria van Oosterwijck,,,,,,,,,,,"The Netherlands, Amsterdam",,,"{Amsterdam:2},{The Netherlands:2}",,,Nootdorp,1623,Uitdam,1693,female,Dutch Republic,"['botanical illustrator', 'painter', 'artist']","[{'location': 'Delft', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Utrecht', 'start_time': None, 'end_time': None, 'point_in_time': '1660-05-01T00:00:00Z'}, {'location': 'Amsterdam', 'start_time': '1666-01-01T00:00:00Z', 'end_time': '1689-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Leiden', 'start_time': None, 'end_time': None, 'point_in_time': '1660-05-01T00:00:00Z'}]"
Derek O'Connor,,,,,,,,,2006.0,2006.0,,,,,Yes,,Dublin,1978,,,male,Republic of Ireland,"['association football player', 'journalist']",[]
Manuel de Araújo Porto-Alegre,,,,,,,,,1833.0,1833.0,,,,,No,,Rio Pardo,1806,Lisbon,1879,male,Brazil,"['art critic', 'caricaturist', 'journalist', 'art historian', 'painter', 'diplomat', 'politician', 'poet', 'architect', 'teacher', 'writer']",[]
Edith Mitchill Prellwitz,,,,,,,,,1909.0,1909.0,,,,,No,,South Orange,1864,Suffolk County,1944,female,,painter,[]
Louis-Jean-François Lagrenée,,,,,,,,,,,France,,,{France:2},,,Paris,1725,Paris,1805,male,France,"['painter', 'artist', 'teacher']","{'location': 'France', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Ludwig Thiersch,,,,,,,,,1856.0,1859.0,,,,,No,,Munich,1825,Munich,1909,male,Kingdom of Bavaria,"['iconographer', 'sculptor', 'painter']",[]
Rudolf Koller,,,,,,,,,1873.0,1873.0,,,,,No,,Zürich,1828,Zürich,1905,male,Switzerland,painter,"{'location': 'Zürich', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Theophilos Hatzimihail,,,,,,,,,1930.0,1930.0,,,,,No,,"Vareia, Lesbos",1870,Lesbos,1934,male,Greece,"['iconographer', 'painter']","{'location': 'Greece', 'start_time': None, 'end_time': None, 'point_in_time': None}"
José Wasth Rodrigues,,,,,,,,,1932.0,1932.0,,,,,No,,São Paulo,1891,Rio de Janeiro,1957,male,Brazil,"['painter', 'historian']",[]
Jean Nocret,,,,,,,,,,,,,"{French painting:2}, {17th century:2}",,,,Nancy,1615,Paris,1672,male,France,painter,[]
Toti Scialoja,,,,,,,,,1950.0,1950.0,,,,,No,,Rome,1914,Rome,1998,male,Kingdom of Italy,"['graphic artist', 'painter', 'poet', 'writer']","[{'location': 'United States of America', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'France', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Rome', 'start_time': None, 'end_time': None, 'point_in_time': None}]"
Antonio Rocco,,,,,,,,,1910.0,1910.0,,,,,No,,Scurcola Marsicana,1586,Venice,1653,male,Republic of Venice,"['philosopher', 'writer']",[]
Juan Pablo Salinas Teruel,,,,,,,,,1900.0,1900.0,,,,,No,,Madrid,1871,Rome,1946,male,Spain,painter,[]
Théodore Ralli,,,,,,,,,1906.0,1906.0,,,,,No,,Constantinople,1852,Lausanne,1909,male,Greece,painter,"{'location': 'Paris', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Dionysios Tsokos,,,,,,,,,1851.0,1851.0,,,,,No,,Zakynthos,1820,Athens,1862,male,Greece,painter,"{'location': 'Athens', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Aleš Veselý,,,,,,,,,1960.0,1964.0,,,,,No,,Čáslav,1935,Prague,2015,male,Czechoslovakia,"['conceptual artist', 'art educator', 'drawer', 'visual artist', 'graphic artist', 'university teacher', 'sculptor', 'pedagogue', 'painter', 'exhibition curator', 'illustrator', 'teacher', 'photographer']",[]
Henri Nicolas Vinet,,,,,,,,,1863.0,1868.0,,,,,No,,Paris,1817,Niterói,1876,male,France,"['art educator', 'drawer', 'painter', 'teacher']",[]
Ernest Ange Duez,,,,,,,,,1891.0,1891.0,,,,,No,,Paris,1843,Bougival,1896,male,France,"['graphic artist', 'painter', 'illustrator']",[]
Charles Francois Lacroix,,,,,,,,,1760.0,1760.0,,,,,No,,Marseille,1700,Berlin,1782,male,France,painter,"{'location': 'Rome', 'start_time': None, 'end_time': None, 'point_in_time': '1754-01-01T00:00:00Z'}"
Hong,,,,,,,,,1965.0,1990.0,,,,,,,Nan'ao County,1697,Beijing,1760,male,Qing Dynasty,"['politician', 'dipterologist', 'paleoentomologist', 'arachnologist', 'entomologist', 'paleontologist', 'performing artist', 'singer']",[]
John Humphreys Johnston,,,,,,,,,1895.0,1895.0,,,,,No,,New York City,1857,,1941,male,United States of America,painter,"[{'location': 'Paris', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Venice', 'start_time': None, 'end_time': None, 'point_in_time': None}]"
Gillis van Tilborch,,,,,,,,,1650.0,1675.0,,,,,No,,City of Brussels,1625,City of Brussels,1678,male,Spanish Netherlands,painter,"{'location': 'City of Brussels', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Albert Anker,Swiss,,{Realism:104},,,,,,1858.0,1910.0,,"Realism:1861-1910,Academicism:1858-1866","{Realism:100}, {Impressionism:2}, {Academicism:3}",,No,,Ins,1831,Ins,1910,male,Switzerland,"['pottery painter', 'painter', 'illustrator']",[]
François Pascal Simon Gérard,,,,,,,,,1804.0,1804.0,,,,,No,,Rome,1770,Paris,1837,male,France,"['portraitist', 'painter', 'illustrator', 'politician', 'teacher']","[{'location': 'Paris', 'start_time': '1792-01-01T00:00:00Z', 'end_time': '1837-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Rome', 'start_time': '1790-01-01T00:00:00Z', 'end_time': '1792-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Paris', 'start_time': '1782-01-01T00:00:00Z', 'end_time': '1790-01-01T00:00:00Z', 'point_in_time': None}]"
Alessandro Ciccarelli,,,,,,,,,1844.0,1844.0,,,,,No,,Naples,1811,Santiago,1879,male,Kingdom of Italy,painter,"[{'location': 'Brazil', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Naples', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Chile', 'start_time': None, 'end_time': None, 'point_in_time': None}]"
Valeriano Bécquer,,,,,,,,,1856.0,1862.0,Spain,,,{Spain:2},No,,Seville,1833,Madrid,1870,male,Spain,painter,[]
Johann Heinrich Wüest,,,,,,,,,1775.0,1775.0,,,,,No,,Zürich,1741,Zürich,1821,male,Switzerland,"['landscape painter', 'drawer', 'etcher', 'painter']","{'location': 'Zürich', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Byon,,,,,,,,,1959.0,1965.0,,,,,No,,,,,,,,[],[]
Anton Kolig,,,,,,,,,1913.0,1913.0,,,,,No,,Nový Jičín,1886,Nötsch im Gailtal,1950,male,Austria,"['art educator', 'designer', 'university teacher', 'painter', 'teacher']",[]
Sir Nathaniel Bacon,,,,,,,,,1620.0,1620.0,,,,,No,,Bury St Edmunds,1585,,1627,male,United Kingdom,"['painter', 'politician']","{'location': 'Utrecht', 'start_time': None, 'end_time': None, 'point_in_time': '1614-01-01T00:00:00Z'}"
Domenico Zampieri,,,,,,,,,1600.0,1700.0,,,,,No,,Bologna,1581,Naples,1641,male,Papal States,"['painter', 'architect']",[]
Michal Tillner,,,,,,,,,1959.0,1962.0,,,,,No,,Vienna,1895,Bratislava,1975,male,,"['graphic artist', 'painter']",[]
Anton Jasusch,,,,,,,,,1912.0,1912.0,,,,,No,,Košice,1882,Košice,1965,male,,painter,[]
Brett,,,,,,,,,1884.0,1884.0,,,,,No,,Bletchingley,1831,London,1902,male,United Kingdom of Great Britain and Ireland,"['painter', 'memoirist', 'podcaster', 'film actor', 'television actor', 'voice actor', 'comedian', 'screenwriter', 'illustrator', 'botanist', 'decorative artist', 'knife maker', 'grocer', 'potter', 'glazier']",[]
Ferdinand Katona,,,,,,,,,1890.0,1910.0,,,,,No,,Spišská Stará Ves,1864,Budapest District VII,1932,male,Hungary,painter,[]
Oldmeadow,,,,,,,,,1818.0,1818.0,,,,,No,,,,,,,,[],[]
Peter Július Kern,,,,,,,,,1947.0,1947.0,,,,,No,,Liptovský Mikuláš,1881,Liptovský Mikuláš,1963,male,,"['restorer', 'painter']",[]
Viliam Pirchala,,,,,,,,,1987.0,1987.0,,,,,,,,1951,,,male,,painter,[]
David Silvette,,,,,,,,,1947.0,1947.0,,,,,No,,Pennsylvania,1909,Richmond,1992,male,United States of America,"['portrait painter', 'painter']","{'location': 'Richmond', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Alfred Phillipe Roll,,,,,,,,,1885.0,1885.0,,,,,No,,former 8th arrondissement of Paris,1846,17th arrondissement of Paris,1919,male,France,"['sculptor', 'painter']",[]
Hendrik de Fromantiou,,,,,,,,,1670.0,1680.0,,,,,No,,Maastricht,1633,Potsdam,1693,male,Netherlands,painter,"[{'location': 'The Hague', 'start_time': None, 'end_time': None, 'point_in_time': '1683-01-01T00:00:00Z'}, {'location': 'Nijmegen', 'start_time': '1647-01-01T00:00:00Z', 'end_time': '1653-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Amsterdam', 'start_time': None, 'end_time': None, 'point_in_time': '1683-01-01T00:00:00Z'}, {'location': 'Antwerp', 'start_time': None, 'end_time': None, 'point_in_time': '1672-01-01T00:00:00Z'}, {'location': 'Breda', 'start_time': '1642-01-01T00:00:00Z', 'end_time': '1647-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Gdańsk', 'start_time': None, 'end_time': None, 'point_in_time': '1684-01-01T00:00:00Z'}, {'location': 'The Hague', 'start_time': '1654-01-01T00:00:00Z', 'end_time': '1659-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Haarlem', 'start_time': None, 'end_time': None, 'point_in_time': '1677-01-01T00:00:00Z'}, {'location': 'Amsterdam', 'start_time': None, 'end_time': None, 'point_in_time': '1672-01-01T00:00:00Z'}, {'location': 'Berlin', 'start_time': '1670-01-01T00:00:00Z', 'end_time': '1693-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'The Hague', 'start_time': None, 'end_time': None, 'point_in_time': '1672-01-01T00:00:00Z'}, {'location': 'London', 'start_time': None, 'end_time': None, 'point_in_time': '1682-01-01T00:00:00Z'}, {'location': 'Amsterdam', 'start_time': None, 'end_time': None, 'point_in_time': '1662-01-01T00:00:00Z'}, {'location': 'Haarlem', 'start_time': None, 'end_time': None, 'point_in_time': '1691-09-01T00:00:00Z'}, {'location': 'Amsterdam', 'start_time': None, 'end_time': None, 'point_in_time': '1677-05-01T00:00:00Z'}, {'location': 'Amsterdam', 'start_time': None, 'end_time': None, 'point_in_time': '1687-12-01T00:00:00Z'}, {'location': 'Rotterdam', 'start_time': None, 'end_time': None, 'point_in_time': '1672-01-01T00:00:00Z'}]"
Harry Wedge,,,,,,,,,2009.0,2009.0,,,,,Yes,,Cowra,1957,Cowra,2012,male,Australia,painter,[]
Richard F. Lack,,,,,,,,,1961.0,1961.0,,,,,No,,,1928,,2009,male,,"['teacher', 'writer']",[]
William Kendall,,,,,,,,,1909.0,1909.0,,,,,No,,London,1910,Hot Springs,1996,male,Canada,"['ice hockey player', 'actor', 'cricketer', 'designer', 'painter', 'trade unionist', 'swimmer', 'politician', 'researcher', 'singer', 'opera singer']",[]
Vladimír Popovič,,,,,,,,,1977.0,1989.0,,,,,,,Vysoká nad Uhom,1939,,,male,Slovakia,"['director', 'visual artist', 'scenographer', 'painter', 'illustrator', 'teacher']",[]
Arturo Ferrari,,,,,,,,,1912.0,1912.0,,,,,No,,Milan,1861,Milan,1932,male,Kingdom of Italy,painter,[]
Bartolomeo Pietromarchi,,,,,,,,,2016.0,2016.0,,,,,Yes,,Rome,1968,,,male,Italy,"['television writer', 'art critic', 'art historian', 'exhibition curator']",[]
Pedro Peña,,,,,,,,,2013.0,2013.0,,,,,Yes,,Asunción,1864,Asunción,1943,male,Paraguay,"['diplomat', 'politician']",[]
Meister von Großgmain,,,,,,,,,1498.0,1498.0,,,,,No,,Salzburg,1500,,1510,http://www.wikidata.org/.well-known/genid/231e4c4ec028d62b7e2f8697d701e861,Austria,painter,[]
Theodor Gehlhaar,,,,,,,,,,,"Tallinn, Estonia",,,"{Tallinn:1},{Estonia:1}",,,Limbaži,1805,Limbaži,1871,male,Livonia Governorate,"['lithographer', 'pharmacist']",[]
Koninklijke Nederlandse Munt NV,,,,,,,,,,,Utrecht,,,{Utrecht:3},,,,,,,,,[],"{'location': 'Utrecht', 'start_time': None, 'end_time': None, 'point_in_time': None}"
Rasmus Dekker,,,,,,,,,,,Amsterdam,,,{Amsterdam:3},,,,,,,male,,"['instrument maker', 'inventor']","{'location': 'Amsterdam', 'start_time': '1777-01-01T00:00:00Z', 'end_time': '1815-01-01T00:00:00Z', 'point_in_time': None}"
Mario Broglio,,,,,,,,,1934.0,1934.0,,,,,No,,Piacenza,1891,Lucca,1948,male,Kingdom of Italy,"['sculptor', 'painter', 'writer']",[]
William May,,,,,,,,,,,Amsterdam,,,{Amsterdam:4},,,Syracuse,1979,Coldstream,1930,male,United States of America,"['synchronized swimmer', 'swimmer', 'naval officer', 'politician', 'artistic director', 'composer', 'cricketer', 'priest', 'pirate', 'witch-pricker', 'artist', 'bassoonist']",[]
Bruno Johannes Tideman,,,,,,,,,,,"Netherlands, Amsterdam",,,"{Amsterdam:2},{Netherlands:1}",,,Amsterdam,1834,Amsterdam,1883,male,Kingdom of the Netherlands,engineer,[]
Jan Marten Kleman,,,,,,,,,,,Amsterdam,,,{Amsterdam:2},,,Zwolle,1759,Amsterdam,1845,male,,instrument maker,"{'location': 'Amsterdam', 'start_time': '1781-01-01T00:00:00Z', 'end_time': '1857-01-01T00:00:00Z', 'point_in_time': None}"
Sir Robert Seppings,,,,,,,,,,,Netherlands,,,{Netherlands:2},,,Norfolk,1767,Taunton,1840,male,United Kingdom of Great Britain and Ireland,"['marine architect', 'engineer', 'architect']",[]
F.L. Geerling,,,,,,,,,,,Netherlands,,,{Netherlands:1},,,,1815,,1894,male,Kingdom of the Netherlands,politician,[]
Thomas Brunton,,,,,,,,,,,United Kingdom,,,{United Kingdom:1},,,Roxburgh,1831,,1908,male,Australia,miller,[]
Hendrik Aeneae,,,,,,,,,,,Netherlands,,,{Netherlands:2},,,Oudemirdum,1743,The Hague,1810,male,Kingdom of Holland,"['telescope maker', 'instrument maker', 'mechanical engineer', 'design engineer', 'chinovnik', 'mathematician', 'politician', 'teacher', 'naturalist', 'scientist']","[{'location': 'The Hague', 'start_time': '1766-01-01T00:00:00Z', 'end_time': '1770-01-01T00:00:00Z', 'point_in_time': None}, {'location': 'Amsterdam', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Leiden', 'start_time': None, 'end_time': None, 'point_in_time': None}]"
Willem Janszoon Blaeu,,,,,,,,,,,Amsterdam,,,{Amsterdam:2},,,Uitgeest,1571,Amsterdam,1638,male,Dutch Republic,"['printmaker', 'publisher', 'instrument maker', 'cartographer', 'astronomer']","[{'location': 'Amsterdam', 'start_time': None, 'end_time': None, 'point_in_time': None}, {'location': 'Amsterdam', 'start_time': '1599-01-01T00:00:00Z', 'end_time': '1638-01-01T00:00:00Z', 'point_in_time': None}]"
Meunier,,,,,,,,,,,Netherlands,,,{Netherlands:1},,,Lessines,1857,Leuven,1918,male,Belgium,botanist,[]
Edward Pakenham,,,,,,,,,,,Netherlands,,,{Netherlands:1},,,County Westmeath,1778,St. Bernard Parish,1815,male,United Kingdom of Great Britain and Ireland,"['military officer', 'politician']",[]
Frederik Kaiser,,,,,,,,,,,"Hague, Amsterdam",,,"{Hague:1},{Amsterdam:1}",,,Amsterdam,1808,Leiden,1872,male,Kingdom of the Netherlands,"['university teacher', 'professor', 'astronomer']","{'location': 'Leiden', 'start_time': None, 'end_time': None, 'point_in_time': None}"
