artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years
David Johnson,"Luminism, Romanticism",Romanticism,"{Luminism:32},{Romanticism:41}",73,Liverpool,1930.0,1908.0,Walden,male,United States of America,"painter, politician, university teacher, researcher, academic","['New York City', 'Columbus', 'Charlotte']",['New York City:1845-1908']
Emile Claus,"Luminism, Realism",Impressionism,"{Luminism:13},{Realism:10}",23,Sint-Eloois-Vijve,1849.0,1924.0,Astene,male,Belgium,painter,[],[]
Frederic Edwin Church,"Luminism, Romanticism, Unknown",Romanticism,"{Luminism:20},{Romanticism:45},{Unknown:10}",75,Hartford,1826.0,1900.0,New York City,male,United States of America,"traveler, landscape painter, art collector, painter","['Catskill', 'Jamaica', 'Petra', 'Colombia', 'Mexico', 'Olana State Historic Site', 'New York City', 'Colony of Jamaica', 'Rome', 'Ecuador']",[]
Jasper Francis Cropsey,"Luminism, Romanticism",Romanticism,"{Luminism:1},{Romanticism:21}",22,Staten Island,1823.0,1900.0,Hastings-on-Hudson,male,United States of America,painter,[],[]
John Frederick Kensett,"Luminism, Realism, Romanticism",Realism,"{Luminism:15},{Realism:1},{Romanticism:34}",50,Cheshire,1816.0,1872.0,New York City,male,United States of America,painter,[],[]
Martin Johnson Heade,"Luminism, Realism, Romanticism, Unknown",Realism,"{Luminism:20},{Realism:4},{Romanticism:21},{Unknown:3}",48,Bucks County,1819.0,1904.0,St. Augustine,male,United States of America,"traveler, painter",[],[]
Albert Bitran,Lyrical Abstraction,Abstract Art,{Lyrical Abstraction:16},16,Istanbul,1931.0,2018.0,14th arrondissement of Paris,male,France,"graphic artist, sculptor, painter",[],[]
Ali Omar Ermes,Lyrical Abstraction,Contemporary,{Lyrical Abstraction:12},12,Tripoli,1945.0,,,male,United Kingdom,"painter, artist",[],[]
Bram van Velde,Lyrical Abstraction,Art Informel,{Lyrical Abstraction:24},24,Zoeterwoude-Dorp,1895.0,1981.0,Grimaud,male,Kingdom of the Netherlands,"lithographer, painter, illustrator",[],[]
Chu Teh-Chun,"Lyrical Abstraction, Tachisme",Abstract Art,"{Lyrical Abstraction:19},{Tachisme:6}",25,Baytu,1920.0,2014.0,Le Kremlin-Bicêtre,male,France,painter,"['Paris', 'France']","['Paris:1955-1955', 'France:1955-1955']"
Darren Waterston,Lyrical Abstraction,Contemporary,{Lyrical Abstraction:10},10,,,,,male,United States of America,painter,[],[]
Genevieve Asse,"Lyrical Abstraction, Minimalism",Minimalism,"{Lyrical Abstraction:3},{Minimalism:23}",26,Vannes,1923.0,2021.0,7th arrondissement of Paris,female,France,"engraver, illustrator, painter, industrial designer",[],[]
Gillian Ayres,Lyrical Abstraction,Abstract Expressionism,{Lyrical Abstraction:16},16,Barnes,1930.0,2018.0,North Devon,female,United Kingdom,"printmaker, painter",[],[]
Gustave Singier,Lyrical Abstraction,Art Informel,{Lyrical Abstraction:44},44,"Warneton, Belgium",1909.0,1984.0,14th arrondissement of Paris,male,France,"lithographer, printmaker, painter, illustrator",[],[]
Jacques Hérold,"Lyrical Abstraction, Surrealism",Surrealism,"{Lyrical Abstraction:15},{Surrealism:35}",50,Piatra Neamț,1910.0,1987.0,Paris,male,Romania,"illustrator, painter, sculptor, graphic artist",['France'],['France:1930-1987']
Kazuaki Tanahashi,"Lyrical Abstraction, Zen",Contemporary,"{Lyrical Abstraction:16},{Zen:17}",33,Japan,1933.0,,,male,Japan,"calligrapher, translator, writer",[],[]
Olga Albizu,Lyrical Abstraction,Abstract Art,{Lyrical Abstraction:15},15,Ponce,1924.0,2005.0,New York City,female,United States of America,painter,[],[]
Otto Piene,"Lyrical Abstraction, Op Art, Post-Minimalism, Sky Art",Kinetic art,"{Lyrical Abstraction:1},{Op Art:1},{Post-Minimalism:2},{Sky Art:3}",7,Bad Laasphe,1928.0,2014.0,Berlin,male,Germany,"painter, sculptor, drawer","['Düsseldorf', 'Cambridge']",[]
Stanley Boxer,Lyrical Abstraction,Abstract Expressionism,{Lyrical Abstraction:22},22,New York City,1926.0,2000.0,Pittsfield,male,United States of America,painter,[],[]
Antonio Donghi,"Magic Realism, Neoclassicism, Unknown",Neoclassicism,"{Magic Realism:18},{Neoclassicism:4},{Unknown:1}",23,Rome,1897.0,1963.0,Rome,male,Kingdom of Italy,painter,[],[]
Arturo Rivera,Magic Realism,Magic Realism,{Magic Realism:37},37,Mexico City,1945.0,2020.0,Mexico City,male,Mexico,painter,[],[]
Cagnaccio di San Pietro,Magic Realism,Magic Realism,{Magic Realism:17},17,Desenzano del Garda,1897.0,1946.0,Venice,male,Kingdom of Italy,painter,['Venice'],['Venice:1910-1946']
Carel Willink,Magic Realism,Magic Realism,{Magic Realism:26},26,Amsterdam,1900.0,1983.0,Amsterdam,male,Kingdom of the Netherlands,"painter, photographer","['Italy', 'Paris', 'Amsterdam', 'The Hague', 'Berlin']","['Italy:1931-1931', 'Paris:1926-1930,1947-1947', 'Amsterdam:1915-1915,1924-1983,1935-1983', 'The Hague:1919-1919', 'Berlin:1920-1923']"
David Chethlahe Paladin,"Magic Realism, Native Art",Modernism,"{Magic Realism:1},{Native Art:18}",19,,,1984.0,,male,United States of America,,[],[]
Eric Ravilious,"Magic Realism, Unknown",Magic Realism,"{Magic Realism:101},{Unknown:2}",103,London,1903.0,1942.0,Iceland,male,United Kingdom of Great Britain and Ireland,"wood engraver, painter, illustrator, graphic designer",[],[]
Eyvind Earle,Magic Realism,Magic Realism,{Magic Realism:422},422,New York,1916.0,2000.0,Carmel-by-the-Sea,male,United States of America,"concept artist, background artist, painter, writer",[],[]
George Tooker,"Magic Realism, Neo-Figurative Art",Social Realism,"{Magic Realism:7},{Neo-Figurative Art:1}",8,Brooklyn,1920.0,2011.0,Hartland,male,United States of America,"visual artist, painter",[],[]
Hanno Karlhuber,Magic Realism,Magic Realism,{Magic Realism:17},17,Dresden,1946.0,2022.0,Vienna,male,Austria,"exhibition curator, painter",['Vienna'],[]
Ismail Shammout,"Magic Realism, Social Realism",Magic Realism,"{Magic Realism:15},{Social Realism:2}",17,Lod,1930.0,2006.0,Germany,male,State of Palestine,"art historian, painter",[],[]
Israel Tsvaygenbaum,Magic Realism,Magic Realism,{Magic Realism:16},16,Derbent,1961.0,,,male,Soviet Union,"autobiographer, painter",[],[]
Lech Jankowski,"Magic Realism, Unknown",Magic Realism,"{Magic Realism:28},{Unknown:92}",120,Leszno,1956.0,,,male,Poland,"composer, painter, musician",[],[]
Leonor Fini,"Magic Realism, Neo-Romanticism, Surrealism",Surrealism,"{Magic Realism:6},{Neo-Romanticism:2},{Surrealism:10}",18,Buenos Aires,1908.0,1996.0,Aubervilliers,female,Argentina,"designer, scenographer, jewelry designer, costume designer, painter, illustrator, artist, author, engraver, writer","['Trieste', 'Rome', 'Paris', 'Milan']",[]
Nicolae Maniu,Magic Realism,Magic Realism,{Magic Realism:19},19,Turda,1944.0,,,male,Romania,visual artist,[],[]
Peter Doig,Magic Realism,Magic Realism,{Magic Realism:42},42,Edinburgh,1959.0,1996.0,,male,United Kingdom,politician,['London'],[]
Pierre Roy,"Magic Realism, Surrealism",Magic Realism,"{Magic Realism:12},{Surrealism:8}",20,Nantes,1880.0,1984.0,La Chapelle-Palluau,male,France,politician,['Paris'],[]
Soltan Soltanlı,Magic Realism,Magic Realism,{Magic Realism:13},13,Kalva,1976.0,,,male,,painter,[],[]
Stefan Caltia,Magic Realism,Magic Realism,{Magic Realism:44},44,Brașov,1942.0,,,male,Romania,"painter, university teacher",[],[]
Zaya,Magic Realism,Magic Realism,{Magic Realism:16},16,Baatsagaan,1975.0,,,male,Mongolia,painter,[],[]
Zhang Xiaogang,Magic Realism,Contemporary,{Magic Realism:16},16,Kunming,1958.0,,,male,People's Republic of China,"painter, politician",[],[]
Tania Bruguera,"Mail Art, Performance Art, Postcolonial art",Performance Art,"{Mail Art:1},{Performance Art:9},{Postcolonial art:2}",12,Havana,1968.0,,,female,Cuba,"installation artist, performance artist, theatrical director, painter, artist",[],[]
Hans von Aachen,Mannerism (Late Renaissance),Northern Renaissance,{Mannerism (Late Renaissance):44},44,Cologne,1552.0,1615.0,Prague,male,Germany,"diplomat, painter, portraitist","['Prague', 'Rome']",['Prague:1596-1615']
Tobias Verhaecht,"Mannerism (Late Renaissance), Northern Renaissance",Northern Renaissance,"{Mannerism (Late Renaissance):17},{Northern Renaissance:9}",26,Antwerp,1561.0,1631.0,Antwerp,male,Southern Netherlands,painter,"['Italy', 'Antwerp']",['Antwerp:1590-1631']
Ding Yi,Maximalism,Maximalism,{Maximalism:29},29,,1750.0,1380.0,,male,Ming dynasty,"military commander, painter, poet",[],[]
Xu Hongming,Maximalism,Maximalism,{Maximalism:18},18,People's Republic of China,1971.0,,,male,,painter,[],[]
Yu Youhan,"Maximalism, Pop Art",Pop Art,"{Maximalism:5},{Pop Art:25}",30,Shanghai,1943.0,,,male,People's Republic of China,painter,[],[]
Richard Lindner,Mechanistic Cubism,Cubism,{Mechanistic Cubism:69},69,Hamburg,1901.0,1978.0,New York City,male,United States of America,"illustrator, painter, university teacher, graphic artist, designer, collagist",['Paris'],[]
Toros Roslin,Medieval Art,Medieval Art,{Medieval Art:25},25,,,1270.0,,male,Armenian Kingdom of Cilicia,illuminator,[],[]
Giorgio de Chirico,"Metaphysical art, Neo-baroque, Surrealism, Unknown",Metaphysical art,"{Metaphysical art:96},{Neo-baroque:100},{Surrealism:1},{Unknown:1}",198,Volos,1888.0,1978.0,Rome,male,Italy,drawer,"['Athens', 'Paris', 'Rome', 'Munich', 'Ferrara', 'Florence']",[]
Mario Tozzi,"Metaphysical art, Unknown",Metaphysical art,"{Metaphysical art:1},{Unknown:63}",64,Fossombrone,1895.0,1979.0,Saint-Jean-du-Gard,male,Kingdom of Italy,"graphic artist, painter, journalist, geologist",[],[]
Alan Charlton,Minimalism,Minimalism,{Minimalism:11},11,Sheffield,1952.0,,,male,United Kingdom,"painter, visual artist, printmaker",['London'],[]
Alex Hay,"Minimalism, Pop Art",Pop Art,"{Minimalism:8},{Pop Art:3}",11,Birkenhead,1964.0,,,male,United Kingdom,"painter, researcher",[],[]
Andre Cadere,Minimalism,Conceptual Art,{Minimalism:16},16,Warsaw,1934.0,1978.0,14th arrondissement of Paris,male,Romania,"artist, sculptor, conceptual artist",[],[]
Antonio Calderara,Minimalism,Minimalism,{Minimalism:23},23,Abbiategrasso,1903.0,1978.0,Ameno,male,Italy,"artist, painter, graphic artist",[],[]
Bruce Nauman,Minimalism,Post-Minimalism,{Minimalism:15},15,Fort Wayne,1941.0,,,male,United States of America,"photographer, television producer, sculptor, visual artist, performance artist, printmaker, architectural draftsperson, drawer, installation artist, video artist","['San Francisco', 'Pasadena', 'Mill Valley', 'Galisteo']",[]
Callum Innes,Minimalism,Contemporary,{Minimalism:15},15,Edinburgh,1962.0,,,male,United Kingdom,painter,"['Glasgow', 'Amsterdam']",[]
Christopher Wilmarth,"Minimalism, Post-Minimalism",Minimalism,"{Minimalism:9},{Post-Minimalism:6}",15,Sonoma,1943.0,1987.0,Red Hook,male,United States of America,"drawer, sculptor, painter",[],[]
Dadamaino,"Minimalism, Op Art, Spatialism",Spatialism,"{Minimalism:4},{Op Art:10},{Spatialism:6}",20,Milan,1930.0,2004.0,Milan,female,Italy,painter,['Milan'],['Milan:1950-2003']
Derek Boshier,"Minimalism, Pop Art",Pop Art,"{Minimalism:1},{Pop Art:21}",22,,,,,male,United Kingdom,"photographer, painter, sculptor, printmaker",['London'],[]
Edward Krasinski,Minimalism,Conceptual Art,{Minimalism:15},15,Lutsk,1925.0,2004.0,Warsaw,male,Poland,"painter, sculptor, performance artist, conceptual artist",['Kraków'],['Kraków:1940-1940']
Ettore Spalletti,Minimalism,Arte Povera,{Minimalism:19},19,Cappelle sul Tavo,1940.0,2019.0,Cappelle sul Tavo,male,Kingdom of Italy,"sculptor, painter",[],[]
Fred Sandback,Minimalism,Conceptual Art,{Minimalism:16},16,Bronxville,1943.0,2003.0,New York City,male,United States of America,"painter, sculptor, drawer, conceptual artist",['New York City'],['New York City:1971-2003']
Gego,"Minimalism, Op Art, Post-Minimalism",Op Art,"{Minimalism:10},{Op Art:18},{Post-Minimalism:3}",31,Hamburg,1912.0,1994.0,Caracas,female,Venezuela,"drawer, visual artist, sculptor, painter, illustrator, architect, teacher",[],[]
Gianni Piacentino,Minimalism,Arte Povera,{Minimalism:14},14,Coazze,1945.0,,,male,Italy,"sculptor, painter",[],[]
Gisela Colon,Minimalism,Minimalism,{Minimalism:2},2,Vancouver,1966.0,,,female,United States of America,sculptor,[],[]
Gunter Umberg,Minimalism,Minimalism,{Minimalism:10},10,,,,,,,,,
Ha Chong-Hyun,Minimalism,Korean Informel,{Minimalism:10},10,,,,,male,South Korea,painter,[],[]
James Bishop,Minimalism,Minimalism,{Minimalism:10},10,New Brunswick,1816.0,1895.0,Morristown,male,United States of America,"businessperson, politician",['Trenton'],[]
James Licini,Minimalism,Minimalism,{Minimalism:11},11,Zürich,1937.0,,,male,Switzerland,visual artist,[],[]
Jan Groth,Minimalism,Minimalism,{Minimalism:15},15,Bielsko-Biała,1921.0,2022.0,Oslo,male,Norway,"drawer, designer, painter",[],[]
Jean-Pierre Raynaud,"Minimalism, Nouveau Réalisme",Minimalism,"{Minimalism:6},{Nouveau Réalisme:4}",10,,,,,male,France,"politician, pensioner",[],[]
Jeremy Moon,"Minimalism, Post-Minimalism, Post-Painterly Abstraction",Post-Painterly Abstraction,"{Minimalism:2},{Post-Minimalism:2},{Post-Painterly Abstraction:35}",39,Altrincham,1934.0,1973.0,London,male,United Kingdom,"painter, businessperson, university teacher, political scientist",[],[]
Joachim Bandau,"Minimalism, Post-Minimalism",Minimalism,"{Minimalism:15},{Post-Minimalism:4}",19,Cologne,1936.0,,,male,Germany,"painter, sculptor, university teacher",['Aachen'],[]
Johannes Jan Schoonhoven,Minimalism,Minimalism,{Minimalism:24},24,,,,,,,,,
Katsuhito Nishikawa,Minimalism,Minimalism,{Minimalism:26},26,Tokyo,1949.0,,,male,Japan,sculptor,[],[]
Keith Sonnier,Minimalism,Post-Minimalism,{Minimalism:15},15,Mamou,1941.0,2020.0,Southampton Hospital,male,United States of America,"video artist, printmaker, performance artist, multimedia artist, sculptor, artist",[],[]
Kishio Suga,"Minimalism, Post-Minimalism",Minimalism,"{Minimalism:4},{Post-Minimalism:8}",12,Morioka,1944.0,,,male,Japan,"installation artist, sculptor",[],[]
Kuno Gonschior,"Minimalism, Post-Painterly Abstraction",Post-Painterly Abstraction,"{Minimalism:2},{Post-Painterly Abstraction:13}",15,Wanne-Eickel,1935.0,2010.0,,male,Germany,"university teacher, painter",[],[]
Lyman Kipp,Minimalism,Minimalism,{Minimalism:12},12,Dobbs Ferry,1929.0,2014.0,Bonita Springs,male,United States of America,artist,[],[]
Lynda Benglis,Minimalism,Feminist Art,{Minimalism:15},15,Lake Charles,1941.0,,,female,United States of America,"photographer, painter, sculptor, performance artist, video artist",['New York City'],[]
Martial Raysse,"Minimalism, Nouveau Réalisme, Pop Art",Pop Art,"{Minimalism:3},{Nouveau Réalisme:12},{Pop Art:28}",43,Golfe-Juan,1936.0,,,male,France,"visual artist, film director, sculptor, painter, illustrator",[],[]
Martin Barre,Minimalism,Minimalism,{Minimalism:21},21,Birmingham,1946.0,1993.0,Paris,male,United Kingdom,"flautist, saxophonist, guitarist, musician, painter, photographer",[],[]
Michel Parmentier,Minimalism,Minimalism,{Minimalism:10},10,Paris,1938.0,2000.0,Paris,male,France,"painter, association football player",[],[]
Niele Toroni,Minimalism,Minimalism,{Minimalism:11},11,Muralto,1937.0,,,male,Switzerland,"painter, visual artist, drawer",['Paris'],[]
Park Seo-Bo,Minimalism,Korean Informel,{Minimalism:18},18,,,2023.0,,male,South Korea,painter,[],[]
Paul Brach,Minimalism,Minimalism,{Minimalism:16},16,New York City,1924.0,2007.0,East Hampton,male,United States of America,"printmaker, lecturer, painter, artist, novelist, chronicler, journalist, poet, writer",[],[]
Peter Downsbrough,Minimalism,Conceptual Art,{Minimalism:10},10,New Brunswick,1940.0,,,male,United States of America,"photographer, painter, drawer, conceptual artist",['City of Brussels'],['City of Brussels:1989-1989']
Phil Sims,"Minimalism, Unknown",Minimalism,"{Minimalism:13},{Unknown:2}",15,,,,,male,United States of America,"painter, basketball player",[],[]
Pierre Soulages,"Minimalism, Tachisme",Abstract Art,"{Minimalism:19},{Tachisme:20}",39,Rodez,1919.0,2022.0,Centre Hospitalier Universitaire De Nîmes,male,France,"engraver, illustrator, painter, sculptor, graphic artist, ceramicist, etcher, theatre designer, copperplate engraver, tapestry weaver","['Liège', 'Paris', 'Courbevoie', 'Sète']",[]
Pino Pinelli,Minimalism,Post-Painterly Abstraction,{Minimalism:19},19,Milan,1928.0,,,male,Italy,"painter, partisan, railway worker",['Milan'],[]
Richard Serra,Minimalism,Post-Minimalism,{Minimalism:15},15,San Francisco,1938.0,,,male,United States of America,"artist, television producer, painter, sculptor, drawer, video artist","['New Haven', 'Paris', 'New York City', 'Florence']",[]
Robert Grosvenor,Minimalism,Minimalism,{Minimalism:12},12,London,1910.0,1979.0,Enniskillen,male,United Kingdom,"politician, military officer, justice of the peace, sculptor, drawer","['London', 'New York City', 'Philadelphia']","['New York City:1971-1971', 'Philadelphia:1960-1960']"
Robert Mangold,Minimalism,Minimalism,{Minimalism:37},37,North Tonawanda,1937.0,,,male,United States of America,"drawer, painter, illustrator",[],[]
Robert Ryman,Minimalism,Minimalism,{Minimalism:40},40,Nashville,1930.0,2019.0,Greenwich Village,male,United States of America,"illustrator, painter, drawer",['New York City'],[]
Roman Cotosman,Minimalism,Minimalism,{Minimalism:10},10,Jimbolia,1935.0,2006.0,Philadelphia,male,Romania,"painter, sculptor, printmaker",[],[]
Ronald Bladen,Minimalism,Minimalism,{Minimalism:15},15,Vancouver,1918.0,1988.0,New York City,male,United States of America,"drawer, sculptor, painter",[],[]
Rudolf de Crignis,Minimalism,Minimalism,{Minimalism:24},24,Winterthur,1948.0,2006.0,New York City,male,United States of America,"painter, drawer",[],[]
Ruth Vollmer,Minimalism,Minimalism,{Minimalism:25},25,New York City,1903.0,1982.0,New York City,female,United States of America,"drawer, sculptor, painter, artist",[],[]
Sheila Hicks,Minimalism,Post-Minimalism,{Minimalism:14},14,Hastings,1934.0,,,female,United States of America,"textile artist, designer, painter, artist, weaver",[],[]
Simone Forti,"Minimalism, Performance Art, Post-Minimalism",Performance Art,"{Minimalism:9},{Performance Art:5},{Post-Minimalism:1}",15,Florence,1935.0,,,female,United States of America,"music teacher, dancer, choreographer, ballet dancer, artist, composer, writer",[],[]
Stephen Antonakos,"Minimalism, Post-Minimalism",Post-Minimalism,"{Minimalism:12},{Post-Minimalism:9}",21,Agios Nikolaos,1926.0,2013.0,New York City,male,United States of America,"sculptor, drawer, kinetic artist","['Berlin', 'New York City']",[]
Tess Jaray,"Minimalism, Op Art",Op Art,"{Minimalism:1},{Op Art:17}",18,Vienna,1937.0,,,female,United Kingdom,painter,[],[]
Tony Smith,Minimalism,Minimalism,{Minimalism:16},16,South Orange,1912.0,1980.0,New York City,male,United States of America,"architect, artist, painter, sculptor, visual artist, designer, politician, barrister, research assistant","['Chicago', 'New York City', 'Canberra']",['Chicago:1937-1937']
Victor Bonato,"Minimalism, Op Art, Unknown",Op Art,"{Minimalism:4},{Op Art:13},{Unknown:1}",18,Cologne,1934.0,2019.0,,male,Germany,"artist, sculptor",[],[]
Yui Yaegashi,Minimalism,Minimalism,{Minimalism:15},15,Chiba,1985.0,,,,Japan,painter,[],[]
