artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,PaintingsExhibitedAt,StylesYears,StylesCount,PaintingsExhibitedAtCount,Contemporary,Type
Wols,"French,German",,"{Surrealism,Tachisme:54}",,,,,,1932.0,1965.0,"London, UK","Art Informel:1940-1951,Surrealism:1932-1965,Tachisme:1947-1951,Lyrical Abstraction:1944-1945","{Art Informel:19}, {Surrealism:22}, {Tachisme:10}, {Lyrical Abstraction:2}","{London:1},{UK:1}",No,
Vela Zanetti,"Spanish,Dominican",,{Muralism:27},,,,,,1939.0,1992.0,,"Muralism:1939-1992,Expressionism:1975-1981","{Muralism:24}, {Expressionism:3}",,,
Toko Shinoda,Japanese,,"{Abstract Expressionism,Shōwa period (1926–1989):26}",,,,,,1977.0,2005.0,,Abstract Expressionism:1977-2005,{Abstract Expressionism:26},,Yes,
Abidin Dino,Turkish,,"{Surrealism,Magic Realism:54}",,,,,,1930.0,1993.0,,"Expressionism:1940-1980,Abstract Expressionism:1956-1979,Surrealism:1930-1993","{Expressionism:20}, {Abstract Expressionism:19}, {Surrealism:20}",,,
Amrita Sher Gil,"Hungarian,Indian",,{Post-Impressionism:22},,,,,,1932.0,1941.0,,"Post-Impressionism:1932-1941,Impressionism:1932-1932","{Post-Impressionism:22}, {Impressionism:2}",,No,
Esteban Frances,Spanish,,{Surrealism:21},,,,,,1934.0,1965.0,,Surrealism:1934-1965,{Surrealism:21},,No,
Ara Bekaryan,Armenian,,"{Realism,Expressionism:3}",,,,,,1960.0,1960.0,,Expressionism:1960-1960,"{Realism:2}, {Expressionism:1}",,No,
Adrien Dax,French,Phases,{Surrealism:10},,,,,,1960.0,1967.0,,"Art Informel:1967-1967,Surrealism:1960-1962","{Art Informel:7}, {Surrealism:3}",,No,
Ralph Rosenborg,American,,{Abstract Expressionism:13},,,,,,1940.0,1990.0,,Abstract Expressionism:1940-1990,{Abstract Expressionism:13},,,
William Congdon,"Italian,American",,{Abstract Expressionism:15},,,,,,1949.0,1967.0,,Abstract Expressionism:1949-1967,{Abstract Expressionism:15},,No,
Robert Doisneau,French,,,,,,,,1950.0,1957.0,,,,,No,
Conroy Maddox,British,Birmingham Surrealists,{Surrealism:54},,,,,,1938.0,1992.0,"London, UK",Surrealism:1938-1992,{Surrealism:54},"{London:3},{UK:3}",,
John Cage,American,,"{Abstract Expressionism,Neo-Dada:35}",,"Andy Warhol,",,,,1969.0,1992.0,,"Abstract Expressionism:1978-1992,Neo-Dada:1969-1991","{Abstract Expressionism:25}, {Neo-Dada:13}",,,
Vasile Dobrian,Romanian,,"{Abstract Art,Social Realism:70}",,,,,,1932.0,1997.0,,"Expressionism:1932-1969,Social Realism:1932-1969,Hard Edge Painting:1963-1997,Abstract Expressionism:1973-1997,Cubism:1961-1993,Post-Impressionism:1932-1959","{Expressionism:15}, {Social Realism:10}, {Hard Edge Painting:34}, {Abstract Expressionism:26}, {Cubism:4}, {Post-Impressionism:2}",,,
Emil Schumacher,German,,{Tachisme:25},,,,,,1956.0,1997.0,,Tachisme:1956-1997,{Tachisme:25},,,
Gego,"German,Venezuelan",,"{Op Art,Minimalism:31}",,,,,,1959.0,1989.0,,"Minimalism:1966-1977,Op Art:1959-1989,Post-Minimalism:1980-1989","{Minimalism:13}, {Op Art:19}, {Post-Minimalism:3}",,,
Joaquim Rodrigo,Portuguese,,{Modernismo:22},,,,,,1953.0,1991.0,,"Naïve Art (Primitivism):1961-1991,Abstract Art:1953-1961","{Naïve Art (Primitivism):15}, {Abstract Art:7}",,,
Verena Loewensberg,Swiss,,{Concrete Art (Concretism):28},,,,,,1948.0,1984.0,,Concretism:1948-1984,{Concretism:28},,,
Ilka Gedo,"Jewish,Hungarian",,{Expressionism:38},,,,,,1944.0,1985.0,,"Expressionism:1944-1985,Surrealism:1981-1982,Abstract Art:1970-1981","{Expressionism:38}, {Surrealism:3}, {Abstract Art:11}",,,
Steve Wheeler,"American,Slovak",,{Indian Space Painting:19},,,,,,1939.0,1975.0,,Indian Space painting:1939-1975,{Indian Space painting:19},,No,
Max Walter Svanberg,Swedish,COBRA,{Surrealism:12},,,,,,1952.0,1977.0,,Surrealism:1952-1977,{Surrealism:12},,No,
Rene Portocarrero,Cuban,,{Modernismo:26},,,,,,1942.0,1981.0,,Modernismo:1942-1981,{Modernismo:26},,,
Shishko Sergey,Ukrainian,,"{Sots Art,Socialist Realism,Social Realism,Academic Art:9}",,,,,,1980.0,1980.0,,,,,,
Taro Okamoto,Japanese,,{Surrealism:10},"太陽の塔,",,,,,1955.0,1980.0,,Surrealism:1955-1980,{Surrealism:10},,,
Emilio Grau Sala,Spanish,,{Post-Impressionism:18},,,,,,1937.0,1965.0,,Fauvism:1937-1965,{Fauvism:18},,No,
Josef Herman,"British,Polish",,"{Expressionism,Contemporary Realism:15}",,,,,,1945.0,1987.0,,Expressionism:1945-1987,{Expressionism:15},,,
Graham Bell,"British,South African",Euston Road School,{Realism:10},,,,,,1930.0,1940.0,,Realism:1930-1940,{Realism:10},,No,
Richard Mortensen,,Linien,{Concrete Art (Concretism):11},,,,,,1938.0,1990.0,,"Concretism:1955-1990,Art Informel:1948-1980,Abstract Art:1938-1938","{Concretism:7}, {Art Informel:3}, {Abstract Art:1}",,,
Romare Bearden,American,,"{Harlem Renaissance (New Negro Movement),Outsider art (Art brut):41}",,,,,,1946.0,1987.0,,"Cubism:1946-1981,Outsider art:1964-1987,Social Realism:1964-1975,Neo-Expressionism:1971-1987,Pop Art:1970-1981,Abstract Expressionism:1959-1987","{Cubism:12}, {Outsider art:24}, {Social Realism:7}, {Neo-Expressionism:14}, {Pop Art:4}, {Abstract Expressionism:5}",,,
Toshi Yoshida,Japanese,,"{Taishō period (1912–1926),Shōwa period (1926–1989):56}",,,,,,1938.0,1982.0,,"Sōsaku hanga:1938-1982,Abstract Art:1957-1969","{Sōsaku hanga:52}, {Abstract Art:4}",,,
Dorothea Tanning,American,,{Surrealism:41},,,,,,1940.0,1994.0,"London, US, UK, Paris, NY, France, New York City",Surrealism:1940-1994,{Surrealism:41},"{London:2},{UK:2},{New York City:1},{NY:1},{US:1},{Paris:1},{France:1}",,
Hiroyuki Tajima,Japanese,Bijutsu Bunka Kyokai,{Shōwa period (1926–1989):32},,,,,,1961.0,1978.0,,Sōsaku hanga:1961-1978,{Sōsaku hanga:32},,No,
Leon Berkowitz,"American,Jewish",Washington Color School,{Post-Painterly Abstraction:31},,,,,,1966.0,1987.0,,Color Field Painting:1966-1987,{Color Field Painting:31},,,
Aurelie Nemours,French,,{Concrete Art (Concretism):22},,,,,,1949.0,1996.0,,Concretism:1949-1996,{Concretism:22},,,
Jacques H Rold,"French,Jewish,Romanian",,{Surrealism:50},,,,,,1931.0,1977.0,"Israel, Lisbon, Portugal, Jerusalem","Lyrical Abstraction:1956-1977,Surrealism:1931-1977","{Lyrical Abstraction:21}, {Surrealism:35}","{Jerusalem:4},{Israel:4},{Lisbon:2},{Portugal:2}",No,
Raoul Ubac,"French,Germans",COBRA,"{Surrealism,Art Informel:42}",,,,,,1934.0,1982.0,,"Abstract Expressionism:1955-1982,Surrealism:1934-1939","{Abstract Expressionism:26}, {Surrealism:15}",,,
Morris Graves,American,Northwest School,{Abstract Expressionism:28},,,,,,1933.0,1997.0,,"Expressionism:1933-1997,Abstract Expressionism:1940-1979","{Expressionism:27}, {Abstract Expressionism:12}",,,
Antoine Blanchard,French,École de Paris,{Impressionism:178},,,,,,,,,,{Impressionism:178},,,
Jesus Helguera,Mexican,,{Modernismo:18},"La leyenda de los volcanes,",,,,,,,,,{Modernismo:18},,,
Haroutiun Galentz,Armenian,,"{Cubism,Contemporary Realism:6}",,,,,,1960.0,1967.0,,Cubism:1960-1967,"{Contemporary Realism:2}, {Fauvism:2}, {Cubism:3}",,No,
Tran Van Can,Vietnamese,,"{Post-Impressionism,Social Realism:16}",,,,,,,,,,"{Post-Impressionism:12}, {Social Realism:7}",,,
Louis Van Lint,Belgian,Jeune Peinture Belge,{Tachisme:5},,,,,,,,"Belgium, Brussels",,{Tachisme:5},"{Belgium:4},{Brussels:2}",,
Sattar Bahlulzadeh,Azerbaijani,,{Impressionism:55},"Abşeron natürmortu,Kəlağayı ilə natürmort,Suraxını torpağının qədim alovları,Füzulinin portreti,Xalqımın yazı,Naxçıvan mənzərəsi,Məcnun,Corat qovunları,112 x 270 cm,Qızıl axşam,Amsar bağlarında,",,,,,1953.0,1974.0,,,,,No,
Jean Le Moal,French,École de Paris,{Art Informel:17},,,,,,1954.0,1983.0,,Art Informel:1954-1983,{Art Informel:17},,,
Gaston Chaissac,French,,{Outsider art (Art brut):22},,,,,,1938.0,1962.0,,Art Brut:1938-1962,{Art Brut:22},,No,
Eugene Leroy,French,École de Paris,{Art Informel:65},,,,,,1948.0,1997.0,,Art Informel:1948-1997,{Art Informel:65},,,
Sergiy Grigoriev,Ukrainian,,{Socialist Realism:44},,,"Ivan-Valentyn Zadorozhny,Alla Horska,Victor Zaretsky,",,"Victor Puzyrkov,",1936.0,1988.0,,"Impressionism:1947-1988,Socialist Realism:1936-1988","{Impressionism:21}, {Socialist Realism:33}",,,
Ion Tuculescu,Romanian,,{Expressionism:42},,,,,,1927.0,1943.0,,"Expressionism:1939-1939,Post-Impressionism:1927-1943","{Expressionism:35}, {Post-Impressionism:7}",,No,
Paul Feeley,American,,{Post-Painterly Abstraction:48},,,,,,1930.0,1966.0,,"Color Field Painting:1956-1965,Expressionism:1935-1935,Realism:1930-1932","{Color Field Painting:43}, {Expressionism:1}, {Realism:2}",,No,
Yiannis Tsaroychis,Greek,Armos,"{Realism,Expressionism:103}","Artists2/Yiannis Tsaroychis/Alain As Summer 1976.jpg,Artists2/Yiannis Tsaroychis/Winter 1979.jpg,Artists2/Yiannis Tsaroychis/Dominic As Summer 1975.jpg,Artists2/Yiannis Tsaroychis/Alain As Winter 1975.jpg,Artists2/Yiannis Tsaroychis/Study For May 1973.jpg,Artists2/Yiannis Tsaroychis/Schizophrenic 1968.jpg,Artists2/Yiannis Tsaroychis/Despina With Lacy Shirt 1968.jpg,Artists2/Yiannis Tsaroychis/Horseman And Bather With House 1965.jpg,",,,,,1917.0,1989.0,,"Expressionism:1925-1971,Neo-baroque:1968-1973,New Realism:1940-1979,Naïve Art (Primitivism):1927-1989,Impressionism:1917-1968,Cubism:1926-1960,Surrealism:1929-1936,Byzantine:1931-1931","{New Realism:17}, {Expressionism:45}, {Neo-baroque:13}, {Naïve Art (Primitivism):12}, {Impressionism:5}, {Cubism:6}, {Surrealism:3}, {Byzantine:1}",,,
Francis Bacon,"British,Irish",School of London,{Expressionism:309},"Egon Schiele,Chaim Soutine,Rembrandt,Pablo Picasso,Vincent van Gogh,Diego Velazquez,Paul Cezanne,Cubism,Expressionism,Surrealism,","Lucian Freud,Damien Hirst,Julian Schnabel,Neo-Expressionism,David Lynch,",,,"Lucian Freud,",1929.0,1992.0,"London, Iran, UK, Leicester, Dallas, Switzerland, US, Germany, Geneva, Tehran, Guildford, Norwich, Paris, Denmark, Buffalo, Detroit, MI, Toyota City, Belgium, Gent, Stuttgart, Japan, France, NY, New York City",Expressionism:1933-1991,{Expressionism:145},"{Toyota City:1},{Japan:1},{Geneva:1},{Switzerland:1},{Paris:2},{France:2},{Guildford:1},{UK:5},{London:2},{Denmark:1},{Dallas:1},{US:4},{Tehran:1},{Iran:1},{Leicester:1},{Norwich:1},{Stuttgart:2},{Germany:1},{Gent:1},{Belgium:1},{Buffalo:1},{NY:2},{New York City:1},{Detroit:1},{MI:1}",,
Jean Bertholle,French,École de Paris,{Tachisme:12},,,,,,1955.0,1986.0,,Tachisme:1955-1986,{Tachisme:11},,,
Babken Kolozyan,Armenian,,{Expressionism:5},"Осень в старом Ереване,","Armenian motive,",,,,1965.0,1965.0,,Expressionism:1965-1965,{Expressionism:5},,No,
Mher Abeghian,Armenian,,,,,,,,1909.0,1957.0,,"Expressionism:1909-1957,Socialist Realism:1956-1956","{Expressionism:2}, {Socialist Realism:1}",,No,
Greta Freist,Austrian,École de Paris,"{Magic Realism,Art Informel:15}",,,,,,1936.0,1989.0,,"Art Informel:1961-1989,Magic Realism:1936-1978","{Art Informel:5}, {Magic Realism:10}",,,
Gregoire Boonzaier,South African,,{Impressionism:90},,,,,,1926.0,2000.0,,"Impressionism:1926-1996,Post-Impressionism:1949-2000,Expressionism:1978-2000,Fauvism:1962-1962,Realism:1930-1937","{Impressionism:70}, {Post-Impressionism:15}, {Expressionism:5}, {Fauvism:1}, {Realism:2}",,Yes,
Jack Bush,Canadian,"Painters Eleven (P11),Canadian Group of Painters","{Abstract Expressionism,Post-Painterly Abstraction:104}",,,,,,1929.0,1976.0,,"Color Field Painting:1961-1976,Cubism:1946-1955,Expressionism:1930-1955,Abstract Expressionism:1947-1958,Post-Impressionism:1929-1952,Social Realism:1929-1946","{Color Field Painting:35}, {Cubism:11}, {Expressionism:19}, {Abstract Expressionism:10}, {Post-Impressionism:15}, {Social Realism:20}",,No,
Enrico Donati,"Italian,American",,"{Surrealism,Spatialism:24}",,,,,,1940.0,1958.0,,Surrealism:1940-1958,{Surrealism:24},,No,
Gustave Singier,"French,Belgian",École de Paris,{Art Informel:44},,,,,,1942.0,1981.0,"Tate Britain, UK, London",Lyrical Abstraction:1942-1981,{Lyrical Abstraction:44},"{Tate Britain:1},{London:1},{UK:1}",,
Giacomo Manzu,Italian,,{Realism:18},"Donatello,Early Christian Art,",,,,,1939.0,1987.0,,"Realism:1939-1982,Expressionism:1948-1987,Cubism:1964-1985","{Realism:10}, {Existential Art:1}, {Expressionism:5}, {Cubism:3}",,,
Medi Wechsler Dinu,"Romanian,Jewish",Balchik School,{Impressionism:19},,,,,,1951.0,1982.0,,Impressionism:1951-1982,"{Post-Impressionism:6}, {Impressionism:13}",,,
Juan Carlos Castagnino,Argentinean,,{New Realism (American Realism):12},,,,,,,,,,{New Realism:12},,,
Vera Nedkova,Bulgarians,,"{Expressionism,New Objectivity (Neue Sachlichkeit):13}","Разходка В Евксиноград,",,"Akademie der Bildenden Künste Wien, Vienna, Austria,",,,1928.0,1970.0,,Expressionism:1928-1970,"{Expressionism:13}, {Abstract Art:1}",,No,
Lee Krasner,American,American Abstract Artists,{Abstract Expressionism:22},"Pablo Picasso,Henri Matisse,Piet Mondrian,Willem de Kooning,Jackson Pollock,","Jasper Johns,Feminist Art,",,,"Jackson Pollock,",1938.0,1974.0,"US, NY, Canberra, Australia, New York City","Abstract Expressionism:1940-1974,Abstract Art:1938-1938","{Abstract Expressionism:21}, {Abstract Art:1}","{US:3},{New York City:2},{NY:2},{Canberra:1},{Australia:1}",No,
Paul Ackerman,"French,Jewish,Romanian",École de Paris,{Cubism:8},,,,,,1949.0,1965.0,,"Expressionism:1964-1965,Cubism:1949-1965","{Expressionism:5}, {Cubism:5}",,No,
Henri Cartier Bresson,French,,,,,,,,1932.0,1973.0,,,,,No,
Sandu Darie,"Romanian,Cuban",,{Concrete Art (Concretism):13},,,,,,1950.0,1994.0,,"Concretism:1950-1959,Art Informel:1994-1994","{Concretism:10}, {Kinetic Art:1}, {Art Informel:2}",,,
Jorge Gonzalez Camarena,Mexican,,{Muralism:7},,,,,,1969.0,1980.0,,Muralism:1969-1980,{Muralism:7},,,
Max Bill,Swiss,"Bauhaus,Abstraction-Création",{Concrete Art (Concretism):75},,,,,,1921.0,1989.0,"NY, New York City, US","Concretism:1921-1989,Constructivism:1951-1957,Expressionism:1929-1929","{Concretism:71}, {Constructivism:3}, {Expressionism:1}","{New York City:1},{NY:1},{US:1}",,
Vajda Lajos,Hungarian,,{Surrealism:44},,,,,,1929.0,1940.0,,"Surrealism:1930-1940,Expressionism:1929-1938,Constructivism:1930-1937,Cubism:1929-1937,Naïve Art (Primitivism):1936-1936","{Surrealism:29}, {Expressionism:14}, {Constructivism:7}, {Cubism:5}, {Naïve Art (Primitivism):3}",,No,
Maria Helena Vieira Da Silva,"French,Portuguese",,{Abstract Art:38},,,,,,1932.0,1995.0,"Lisbon, Portugal","Cubism:1932-1932,Expressionism:1932-1942,Surrealism:1932-1976,Tachisme:1949-1995,Abstract Art:1942-1988","{Cubism:2}, {Expressionism:8}, {Surrealism:9}, {Tachisme:16}, {Abstract Art:5}","{Lisbon:1},{Portugal:1}",,
Remedios Varo,"Spanish,Mexican",,{Surrealism:112},,,,,,1926.0,1963.0,,"Surrealism:1935-1963,Metaphysical art:1948-1960,Expressionism:1926-1926","{Surrealism:103}, {Metaphysical art:8}, {Expressionism:1}",,No,
Myron Stout,American,,{Minimalism:15},,,,,,1946.0,1979.0,,"Hard Edge Painting:1948-1952,Minimalism:1955-1979,Abstract Expressionism:1946-1953","{Hard Edge Painting:9}, {Minimalism:3}, {Abstract Expressionism:3}",,No,
Dora Maar,French,,{Surrealism:14},,,,,,1930.0,1936.0,,Surrealism:1930-1936,{Surrealism:14},,No,
Mariam Aslamazian,Armenian,,{Naïve Art (Primitivism):3},,,,,,1939.0,1939.0,,Naïve Art (Primitivism):1939-1939,{Naïve Art (Primitivism):3},,No,
Mario Zanini,Brazilian,,{Modernismo:18},,,,,,1940.0,1969.0,,"Post-Impressionism:1940-1966,Expressionism:1950-1969,Cubism:1965-1965","{Post-Impressionism:8}, {Expressionism:9}, {Cubism:1}",,No,
Rupprecht Geiger,German,Zen 49,{Post-Painterly Abstraction:24},,,,,,1955.0,1997.0,,"Color Field Painting:1955-1997,Minimalism:1969-1974","{Color Field Painting:22}, {Minimalism:3}",,,
Maria Primachenko,Ukrainian,,{Naïve Art (Primitivism):119},"birds,otters,autumn,horsemen,female-portraits,characters-and-emotions,fantastic-animals,allegories-and-symbols,countryside,characters-and-emotions,furniture-and-decoration,domestic-settings,folk-architecture,fireplaces,lions,animals,birds,horses,birds,seagulls,serpents-and-snakes,fantastic-animals,fish,countryside,couples,oxen,animals,furniture-and-decoration,lions,peacocks,fantastic-animals,elephants,birds,peacocks,monkeys,birds,elephants,",,,,"Artists2/Maria Primachenko/Wild Otter Caught Bird 1987.jpg,Artists2/Maria Primachenko/The Threat Of War 1986.jpg,Artists2/Maria Primachenko/Autumn Is Riding On A Horseback 1984.jpg,Artists2/Maria Primachenko/My Dear Has Fallen In Love With Brigadier 1972.jpg,Artists2/Maria Primachenko/Pea Beast 1971.jpg,Artists2/Maria Primachenko/Years Of My Youth Come Visit Me 1969.jpg,Artists2/Maria Primachenko/Lion Has Broken An Oak 1963.jpg,Artists2/Maria Primachenko/A Horse In Sadness 1962.jpg,Artists2/Maria Primachenko/Seagull In It S Nest 1961.jpg,Artists2/Maria Primachenko/Serpent 1959.jpg,Artists2/Maria Primachenko/Blue Ox 1947.jpg,Artists2/Maria Primachenko/Lion 1947.jpg,Artists2/Maria Primachenko/Peacock And Crocodile 1937.jpg,Artists2/Maria Primachenko/Elephant 1937.jpg,Artists2/Maria Primachenko/Black Monkey 1936.jpg,Artists2/Maria Primachenko/Green Elephant 1936.jpg,",1947.0,1986.0,,Naïve Art (Primitivism):1947-1986,{Naïve Art (Primitivism):118},,,
Jean David,"Romanian,Israeli,Jewish",,{Surrealism:86},,,,,,1932.0,1980.0,,"Surrealism:1932-1977,Expressionism:1934-1970,Cubism:1948-1962,Constructivism:1950-1980","{Surrealism:29}, {Expressionism:24}, {Pop Art:2}, {Cubism:28}, {Abstract Art:1}, {Constructivism:7}",,,
Rafael Zabaleta,Spanish,,"{Expressionism,Cubism:66}",,"Roberto Montenegro,",,,,1932.0,1958.0,"Spain, Bilbao","Cubism:1952-1958,Post-Impressionism:1940-1957,Expressionism:1932-1957","{Cubism:9}, {Post-Impressionism:14}, {Expressionism:42}, {Surrealism:1}","{Bilbao:1},{Spain:1}",No,
Giuseppe Santomaso,Italian,Gruppo degli Otto,{Art Informel:31},,,,,,1947.0,1987.0,,"Art Informel:1953-1987,Cubism:1947-1953","{Art Informel:26}, {Expressionism:1}, {Cubism:5}",,,
Etienne Hajdu,"French,Hungarian,Romanian",École de Paris,"{Abstract Art,Surrealism:24}",,,,,,1945.0,1975.0,,"Abstract Art:1945-1975,Surrealism:1945-1970","{Abstract Art:24}, {Surrealism:10}",,No,
Le Pho,"French,Vietnamese",,{Post-Impressionism:46},,,,,,1938.0,1982.0,,Post-Impressionism:1938-1982,{Post-Impressionism:46},,,
Balthus,French,École de Paris,"{Expressionism,Surrealism:96}",,"L. S. Lowry,",,,,1926.0,1994.0,"London, US, Netherlands, Melbourne, Rotterdam, UK, Paris, France, Madrid, Spain, NY, Philadelphia, Edinburgh, PA, Australia, New York City","Expressionism:1926-1994,Surrealism:1933-1985,Japonism:1967-1967,Metaphysical art:1933-1954,Realism:1937-1937","{Expressionism:85}, {Surrealism:10}, {Japonism:2}, {Metaphysical art:4}, {Realism:1}","{Paris:7},{France:7},{Rotterdam:1},{Netherlands:1},{Edinburgh:1},{UK:4},{Madrid:1},{Spain:1},{Philadelphia:1},{PA:1},{US:5},{Melbourne:1},{Australia:1},{London:3},{New York City:4},{NY:4}",,
Lenore Tawney,American,,{Fiber Art:13},,,,,,1957.0,1998.0,,Post-Minimalism:1957-1998,{Post-Minimalism:13},,,
Theodore Roszak,"American,Polish",New York School,{Abstract Art:10},,,,"George Luks,",,1940.0,1961.0,,Abstract Art:1940-1961,{Abstract Art:10},,No,
Nakagawa Soen,Japanese,,{Shōwa period (1926–1989):9},,,,,,,,,,{Zen:9},,,
Ulfert Wilke,"American,German",New York School,{Abstract Expressionism:11},,,,,,1958.0,1977.0,,Abstract Expressionism:1958-1977,{Abstract Expressionism:11},,No,
Petre Abrudan,Romanian,,"{Impressionism,Expressionism:9}",,,,,,1937.0,1976.0,,"Expressionism:1937-1976,Impressionism:1938-1938","{Expressionism:8}, {Impressionism:1}",,No,
Nikos Hadjikyriakos Ghikas,Greek,,{Cubism:33},,,,,,1927.0,1986.0,,Cubism:1927-1986,{Cubism:32},,,
Dmitry Nalbandyan,Armenian,,{Socialist Realism:8},,,,"Artists2/Dmitry Nalbandyan/Creativity For Peace Xxvi Congress Of The Party 1981.jpg,",,1932.0,1987.0,,Socialist Realism:1932-1987,{Socialist Realism:8},,,
Ralston Crawford,"American,Canadian",Independent Group,{Precisionism:18},"Charles Demuth,",,,,"George Ault,",1936.0,1975.0,"NY, Rochester, New York City, US","Precisionism:1936-1942,Purism:1942-1975","{Precisionism:9}, {Purism:9}","{Rochester:1},{NY:2},{US:2},{New York City:1}",No,
Kiyoshi Saito,Japanese,,{Shōwa period (1926–1989):59},,,,,,1947.0,1975.0,,Sōsaku hanga:1947-1975,{Sōsaku hanga:59},,No,
Camille Bryen,,"École de Paris,Phases",{Tachisme:24},,,,,,1949.0,1975.0,"France, Paris",Tachisme:1949-1975,{Tachisme:24},"{France:4},{Paris:1}",No,
Corneliu Baba,Romanian,,"{Post-Impressionism,Expressionism:38}",,,,,,1932.0,1987.0,,"Post-Impressionism:1932-1979,Expressionism:1953-1987,Realism:1948-1979","{Impressionism:1}, {Post-Impressionism:11}, {Expressionism:23}, {Realism:3}",,,
Georges Hugnet,French,,"{Dada,Surrealism:50}",,,,,,1934.0,1969.0,,"Dada:1934-1969,Surrealism:1934-1969","{Dada:49}, {Surrealism:48}",,No,
Oscar Dominguez,Spanish,,{Surrealism:22},,,,,,1926.0,1951.0,,"Cubism:1941-1951,Surrealism:1933-1951","{Cubism:15}, {Surrealism:13}",,No,
Arthur Nisio,Brazilian,,"{Modernism,Social Realism:8}",,,,,,,,,,"{Modernismo:8}, {Social Realism:6}",,,
Leon Polk Smith,American,,{Post-Painterly Abstraction:17},,,,,,1946.0,1994.0,,"Hard Edge Painting:1949-1994,Neoplasticism:1946-1949","{Hard Edge Painting:16}, {Neoplasticism:2}",,,
Pierre Tal Coat,French,,{Art Informel:52},,,,,,1944.0,1984.0,,"Art Informel:1954-1982,Lyrical Abstraction:1965-1984,Cubism:1944-1944","{Art Informel:24}, {Lyrical Abstraction:20}, {Cubism:3}, {Expressionism:5}",,,
O Louis Guglielmi,"American,Egyptian",,"{Social Realism,Magic Realism:34}",,,,,,1931.0,1955.0,,"Magic Realism:1931-1946,Cubism:1946-1954,Expressionism:1952-1955","{Magic Realism:25}, {Cubism:8}, {Expressionism:6}",,No,
Nuri Iyem,Turkish,,{Social Realism:18},,,,,,1951.0,1999.0,,"Social Realism:1951-1999,Cubism:1956-1956","{Social Realism:17}, {Cubism:1}",,,
Kasumi Bunsho,Japanese,,{Shōwa period (1926–1989):17},,,,,,1992.0,1992.0,,Zen:1992-1992,{Zen:17},,,
Jiro Yoshihara,Japanese,Gutai group,"{Art Informel,Conceptual Art:20}",,,,,,1950.0,1971.0,,"Art Informel:1962-1968,Zen:1965-1965,Minimalism:1962-1971,Tachisme:1950-1960,Conceptual Art:1956-1956","{Art Informel:10}, {Zen:2}, {Minimalism:11}, {Tachisme:3}, {Conceptual Art:1}",,No,
Fritz Winter,German,"Degenerate art,Zen 49",{Art Informel:32},,,,,,1950.0,1971.0,,Art Informel:1950-1971,{Art Informel:32},,No,
Frederick Sommer,American,,{Surrealism:38},"allegories-and-symbols,toys-and-dolls,allegories-and-symbols,rabbits,skeletons-and-skulls,allegories-and-symbols,male-portraits,",,,,"Artists2/Frederick Sommer/The Eatable Thief 1950.jpg,Artists2/Frederick Sommer/Ondine 1950.jpg,Artists2/Frederick Sommer/Flower And Frog 1947.jpg,Artists2/Frederick Sommer/Jack Rabbit 1939.jpg,Artists2/Frederick Sommer/Prince Albert 1938.jpg,",,,"Los Angeles, US, CA, Los Angeles County Museum of Art, NY, New York City",,{Surrealism:38},"{New York City:6},{NY:6},{US:7},{Los Angeles County Museum of Art:1},{Los Angeles:1},{CA:1}",,
