style,artist,movement,count
Romanticism,Jean-Baptiste Carpeaux,Romanticism,27
Romanticism,Jean-Leon Gerome,Romanticism,18
Romanticism,Jehan Georges Vibert,Academic Art,9
Romanticism,Jenaro Pérez Villaamil,Romanticism,14
Romanticism,Jessie Willcox Smith,Romanticism,23
Romanticism,Joaquin Manuel Fernandez Cruzado,Romanticism,8
Romanticism,Johan Christian Dahl,Romanticism,26
Romanticism,Johann Baptist Clarot,Romanticism,14
Romanticism,Johann Koler,Romanticism,16
Romanticism,Johann Nepomuk Passini,Romanticism,22
Romanticism,John Absolon,Romanticism,29
Romanticism,John Atkinson Grimshaw,Romanticism,104
Romanticism,John Collier,Romanticism,25
Romanticism,John Constable,Romanticism,108
Romanticism,John Crome,Romanticism,59
Romanticism,John Duncan,Romanticism,3
Romanticism,John Everett Millais,Romanticism,37
Romanticism,John Frederick Herring Sr.,Romanticism,79
Romanticism,John Frederick Kensett,Realism,34
Romanticism,John Frederick Lewis,Orientalism,39
Romanticism,John Glover,Romanticism,38
Romanticism,John Hoppner,Romanticism,55
Romanticism,John Jackson,Rococo,1
Romanticism,John Lee,Romanticism,4
Romanticism,John Leech,Romanticism,71
Romanticism,John Lewis Krimmel,Neoclassicism,19
Romanticism,John Martin,Romanticism,45
Romanticism,John Pettie,Romanticism,46
Romanticism,John Quidor,Romanticism,10
Romanticism,John Roddam Spencer Stanhope,Romanticism,16
Romanticism,John Ruskin,Romanticism,133
Romanticism,John Simpson,Neoclassicism,7
Romanticism,John Singleton Copley,Neoclassicism,4
Romanticism,John Varley,Romanticism,17
Romanticism,John William Waterhouse,Romanticism,95
Romanticism,John Wilson Carmichael,Romanticism,39
Romanticism,Jose Maria Velasco,Realism,11
Romanticism,Joseph Anton Koch,Neoclassicism,5
Romanticism,Joseph Wright,Neoclassicism,101
Romanticism,Joseph-Noël Sylvestre,Academic Art,9
Romanticism,Jules Joseph Lefebvre,Academic Art,2
Romanticism,Julia Margaret Cameron,Romanticism,16
Romanticism,Karl Bodmer,Romanticism,104
Romanticism,Karl Bryullov,Neoclassicism,169
Romanticism,Karl Lessing,Romanticism,39
Romanticism,Knud Baade,Romanticism,77
Romanticism,Konstantin Flavitsky,Romanticism,7
Romanticism,Konstantin Makovsky,Romanticism,268
Romanticism,Károly Lotz,Romanticism,51
Romanticism,Laslett John Pott,Romanticism,22
Romanticism,Laszlo Mednyanszky,Impressionism,1
Romanticism,Leonardo Alenza,Romanticism,3
Romanticism,Lev Lagorio,Romanticism,56
Romanticism,Lionel Noel Royer,Academic Art,1
Romanticism,Louis Janmot,Romanticism,11
Romanticism,Louis Léopold Robert,Neoclassicism,3
Romanticism,Louis-Philippe Crépin,Romanticism,21
Romanticism,Luc-Olivier Merson,Romanticism,30
Romanticism,Luis de Madrazo y Kuntz,Romanticism,14
Romanticism,Léon Bazile Perrault,Academic Art,45
Romanticism,Léon Cogniet,Romanticism,19
Romanticism,Marcus Larson,Romanticism,17
Romanticism,Marcus Stone,Romanticism,33
Romanticism,Marià Fortuny,Romanticism,104
Romanticism,Martin Johnson Heade,Realism,21
Romanticism,Martín Rico y Ortega,Impressionism,4
Romanticism,Mary Josephine Walters,Romanticism,7
Romanticism,Maurycy Gottlieb,Romanticism,18
Romanticism,Maxfield Parrish,Symbolism,11
Romanticism,Maxim Vorobiev,Romanticism,25
Romanticism,Michela De Vito,Romanticism,13
Romanticism,Mikhail Vrubel,Symbolism,4
Romanticism,Miklos Barabas,Romanticism,34
Romanticism,Mårten Eskil Winge,Romanticism,20
Romanticism,N.C. Wyeth,Romanticism,23
Romanticism,Nicolas Toussaint Charlet,Romanticism,30
Romanticism,Nikolai Ge,Realism,14
Romanticism,Nikolaos Gyzis,Romanticism,12
Romanticism,Orest Kiprensky,Romanticism,228
Romanticism,Osman Hamdi,Romanticism,19
Romanticism,Oswald Achenbach,Romanticism,64
Romanticism,Paul Cezanne,Post-Impressionism,107
Romanticism,Paul Delaroche,Romanticism,18
Romanticism,Paul Gavarni,Romanticism,42
Romanticism,Paul Kane,Romanticism,47
Romanticism,Paul Peel,Academic Art,7
Romanticism,Pavel Svinyin,Romanticism,54
Romanticism,Peder Balke,Modernism,12
Romanticism,Pedro Américo,Romanticism,2
Romanticism,Penry Williams,Romanticism,59
Romanticism,Peter Fendi,Romanticism,35
Romanticism,Peter Nicolai Arbo,Romanticism,12
Romanticism,Petrus van Schendel,Romanticism,16
Romanticism,Philipp Otto Runge,Romanticism,26
Romanticism,Pierre-Paul Prud'hon,Neoclassicism,44
Romanticism,Piotr Michałowski,Romanticism,23
Romanticism,Polychronis Lembesis,Romanticism,24
Romanticism,Raden Saleh,Romanticism,17
Romanticism,Rafael García Hispaleto (El Hispaleto),Romanticism,1
Romanticism,Ralph Blakelock,Romanticism,1
Romanticism,Ramon Casas,Impressionism,4
Romanticism,Rembrandt Peale,Neoclassicism,1
Romanticism,Richard Caton Woodville Jr.,Romanticism,60
Romanticism,Richard Caton Woodville Sr.,Romanticism,12
Romanticism,Richard Dadd,Romanticism,14
Romanticism,Richard Parkes Bonington,Romanticism,54
Romanticism,Robert Bateman,Romanticism,8
Romanticism,Robert William Buss,Romanticism,28
Romanticism,Rodolfo Amoedo,Romanticism,18
Romanticism,Rosa Bonheur,Romanticism,2
Romanticism,Rosario Weiss Zorrilla,Romanticism,29
Romanticism,Rubens Santoro,Realism,7
Romanticism,Rudolf Ernst,Orientalism,4
Romanticism,Rudolf von Alt,Romanticism,108
Romanticism,Samuel Morse,Romanticism,51
Romanticism,Samuel Palmer,Romanticism,36
Romanticism,Sarah Purser,Naturalism,23
Romanticism,Saverio della Gatta,Romanticism,56
Romanticism,Silvestro Lega,Realism,9
Romanticism,Simeon Solomon,Romanticism,39
Romanticism,Sir Lawrence Alma-Tadema,Neoclassicism,200
Romanticism,Solomon Joseph Solomon,Academic Art,18
Romanticism,Sophie Gengembre Anderson,Neoclassicism,10
Romanticism,Sydney Laurence,Romanticism,16
Romanticism,Sylvester Shchedrin,Neoclassicism,12
Romanticism,Taras Shevchenko,Romanticism,76
Romanticism,Theodor Aman,Romanticism,8
Romanticism,Theodor Leopold Weller,Romanticism,44
Romanticism,Theodore Chasseriau,Romanticism,19
Romanticism,Thomas Cole,Romanticism,138
Romanticism,Thomas Couture,Academic Art,17
Romanticism,Thomas Dewing,Impressionism,2
Romanticism,Thomas Francis Dicksee,Romanticism,8
Romanticism,Thomas Girtin,Romanticism,41
Romanticism,Thomas Hill,Romanticism,96
Romanticism,Thomas Jones,Romanticism,31
Romanticism,Thomas Jones Barker,Romanticism,37
Romanticism,Thomas Lawrence,Rococo,167
Romanticism,Thomas Moran,Romanticism,248
Romanticism,Thomas Stuart Smith,Romanticism,64
Romanticism,Thomas Sully,Romanticism,147
Romanticism,Théodore Géricault,Romanticism,90
Romanticism,Tranquillo Cremona,Romanticism,12
Romanticism,Vasily Polenov,Orientalism,14
Romanticism,Vasily Tropinin,Romanticism,84
Romanticism,Vasily Vereshchagin,Orientalism,10
Romanticism,Victor Meirelles,Romanticism,9
Romanticism,Viktor Vasnetsov,Romanticism,90
Romanticism,Vincenzo Abbati,Romanticism,16
Romanticism,Vincenzo Cabianca,Realism,3
Romanticism,Wilhelm Kotarbinski,Art Nouveau,3
Romanticism,Wilhelm von Kaulbach,Romanticism,57
Romanticism,William Barnes Wollen,Romanticism,11
Romanticism,William Bradford,Romanticism,80
Romanticism,William Collins,Romanticism,69
Romanticism,William Gilbert Foster,Romanticism,16
Romanticism,William Hart,Romanticism,39
Romanticism,William Henry Huddle,Romanticism,10
Romanticism,William Holbrook Beard,Romanticism,37
Romanticism,William Holman Hunt,Romanticism,35
Romanticism,William Leighton Leitch,Romanticism,39
Romanticism,William Morris,Arts and Crafts,18
Romanticism,William Russell Flint,Romanticism,2
Romanticism,William Shayer,Romanticism,54
Romanticism,Xu Beihong,Republic of China (1912–1949),5
Romanticism,Édouard De Bièfve,Romanticism,3
Safavid Period,Hossein Behzad,Modernism,2
Safavid Period,Mirza Agha Emami,Modernism,5
Severe Style,Petros Malayan,Expressionism,1
Severe Style,Tahir Salahov,Socialist Realism,8
Shin-hanga,George Pemba,Social Realism,1
Site-specific art,Christo and Jeanne-Claude,Environmental Art (Land art),8
Sky Art,Otto Piene,Kinetic art,3
Social Realism,Alekos Kontopoulos,Social Realism,6
Social Realism,Alfredo Jaar,Conceptual Art,1
Social Realism,Arthur Nísio,Social Realism,6
Social Realism,Barrington Watson,Social Realism,17
Social Realism,Ben Shahn,Social Realism,60
Social Realism,Botong Francisco,Social Realism,11
Social Realism,Candido Portinari,Modernismo,15
Social Realism,Carlos Alonso,Social Realism,1
Social Realism,Carlos Orozco Romero,Surrealism,2
Social Realism,Carlos Saenz de Tejada,Expressionism,14
Social Realism,Charles Alston,Harlem Renaissance (New Negro Movement),26
Social Realism,Charles Wilbert White,Social Realism,9
Social Realism,David Alfaro Siqueiros,Social Realism,12
Social Realism,Diego Rivera,Social Realism,24
Social Realism,Dorothea Lange,Social Realism,59
Social Realism,Edward E. Simmons,Impressionism,2
Social Realism,Elizabeth Thompson,Romanticism,5
Social Realism,Emmanuel Zairis,Impressionism,1
Social Realism,George Pemba,Social Realism,38
Social Realism,Gerard Sekoto,Social Realism,41
Social Realism,Giovanni Segantini,Symbolism,3
Social Realism,Grant Wood,Regionalism,2
Social Realism,Hans Andersen Brendekilde,Social Realism,11
Social Realism,Hong Song-dam,Social Realism,15
Social Realism,Ismail Shammout,Magic Realism,2
Social Realism,J. C. Leyendecker,Art Nouveau,3
Social Realism,Jacob Lawrence,Social Realism,26
Social Realism,Jacqueline Hick,Social Realism,8
Social Realism,Jean-Paul Laurens,Academic Art,1
Social Realism,Jeffrey Smart,Precisionism,3
Social Realism,Jon Mcnaughton,Social Realism,12
Social Realism,Jose Clemente Orozco,Social Realism,3
Social Realism,Julio Pomar,Social Realism,4
Social Realism,Laura Knight,Impressionism,9
Social Realism,Lewis Hine,Social Realism,22
Social Realism,Luke Fildes,Social Realism,7
Social Realism,Maria Stolarova,Social Realism,5
Social Realism,Mario Comensoli,Social Realism,8
Social Realism,Maynard Dixon,Impressionism,1
Social Realism,Neo Rauch,Social Realism,8
Social Realism,Nicolae Tonitza,Post-Impressionism,1
Social Realism,Norman Rockwell,Regionalism,11
Social Realism,Nuri Iyem,Social Realism,17
Social Realism,Oliver Kilbourn,Social Realism,10
Social Realism,Oswaldo Guayasamin,Expressionism,2
Social Realism,Pellizza da Volpedo,Neo-Impressionism,7
Social Realism,Peter Laszlo Peri,Social Realism,1
Social Realism,Philip Evergood,Social Realism,25
Social Realism,Philip Guston,Abstract Expressionism,3
Social Realism,Renato Guttuso,Expressionism,11
Social Realism,Romare Bearden,Harlem Renaissance (New Negro Movement),7
Social Realism,SM Sultan,Social Realism,1
Social Realism,Stefan Luchian,Impressionism,1
Social Realism,Sue Coe,Social Realism,188
Social Realism,Tarsila do Amaral,Modernismo,2
Social Realism,Tran Van Can,Post-Impressionism,7
Social Realism,Vasile Dobrian,Social Realism,10
Social Realism,Will Barnet,Abstract Expressionism,17
Social Realism,William H. Johnson,Harlem Renaissance (New Negro Movement),5
Social Realism,Wyndham Lewis,Vorticism,2
Social Realism,Yervand Kochar,Cubism,3
Social Realism,Zoe Lerman,Soviet Nonconformist Art,1
Socialist Realism,Aleksandr Deyneka,Socialist Realism,12
Socialist Realism,Alexander Khvostenko-Khvostov,Avant-garde,1
Socialist Realism,Alexandru Ciucurencu,Post-Impressionism,3
Socialist Realism,Alfred Krupa,Expressionism,1
Socialist Realism,Alina Szapocznikow,Surrealism,1
Socialist Realism,Alla Horska,Socialist Realism,8
Socialist Realism,Andrzej Wróblewski,Expressionism,1
Socialist Realism,Boris Kustodiev,Realism,8
Socialist Realism,Boyukagha Mirzazade,Socialist Realism,16
Socialist Realism,David Kakabadze,Realism,4
Socialist Realism,Dmitri Zhilinsky,Socialist Realism,18
Socialist Realism,Dmitry Nalbandyan,Socialist Realism,8
Socialist Realism,El Lissitzky,Abstract Art,2
Socialist Realism,Elena Bontea,Expressionism,1
Socialist Realism,Eugene Lanceray,Art Nouveau,4
Socialist Realism,Fedir Krychevsky,Art Nouveau,3
Socialist Realism,Filipp Malyavin,Art Nouveau,1
Socialist Realism,František Hudeček,Modernism,1
Socialist Realism,Georgyi Yakutovytch,Socialist Realism,27
Socialist Realism,Ilarion Pleshynskyi,Socialist Realism,6
Socialist Realism,Ilya Mashkov,Post-Impressionism,6
Socialist Realism,Ivan Vladimirov,Realism,5
Socialist Realism,Janos Mattis-Teutsch,Constructivism,5
Socialist Realism,Jules Perahim,Surrealism,8
Socialist Realism,Karpo Trokhymenko,Realism,15
Socialist Realism,Kazimir Malevich,Abstract Art,1
Socialist Realism,Konstantin Yuon,Symbolism,35
Socialist Realism,Kukryniksy,Socialist Realism,174
Socialist Realism,Leonid Muchnyk,Socialist Realism,9
Socialist Realism,Martiros Sarian,Realism,5
Socialist Realism,Mykhailo Boychuk,Expressionism,2
Socialist Realism,Oleksandr Pashenko,Socialist Realism,7
Socialist Realism,Pavel Filonov,Abstract Art,2
Socialist Realism,Petros Malayan,Expressionism,18
Socialist Realism,Pyotr Konchalovsky,Post-Impressionism,6
Socialist Realism,Sattar Bahlulzade,Impressionism,17
Socialist Realism,Sergey Ryabchenko,Realism,38
Socialist Realism,Sergiy Grigoriev,Socialist Realism,23
Socialist Realism,Sun Mu,Socialist Realism,7
Socialist Realism,Tahir Salahov,Socialist Realism,2
Socialist Realism,Teodor Harșia,Expressionism,1
Socialist Realism,Tetyana Yablonska,Socialist Realism,30
Socialist Realism,Vajiha Samadova,Socialist Realism,11
Socialist Realism,Valerii Lamakh,Socialist Realism,38
Socialist Realism,Vasyl Kasiyan,Socialist Realism,13
Socialist Realism,Vasyl Yermylov,Avant-garde,1
Socialist Realism,Veniamin Kremer,Socialist Realism,4
Socialist Realism,Victor Palmov,Avant-garde,1
Socialist Realism,Victor Puzyrkov,Socialist Realism,20
Socialist Realism,Victor Zaretsky,Socialist Realism,19
Socialist Realism,Viktor Shatalin,Socialist Realism,18
Socialist Realism,Vilen Barsky,Soviet Nonconformist Art,5
Socialist Realism,Volodymyr Bondarenko,Socialist Realism,8
Socialist Realism,Vyacheslav Nazaruk,Socialist Realism,28
Socialist Realism,Wojciech Fangor,Socialist Realism,3
Socialist Realism,Wojciech Weiss,Art Nouveau,1
Socialist Realism,Włodzimierz Zakrzewski,Realism,3
Sots Art,Erik Bulatov,Sots Art,10
Sots Art,Sun Mu,Socialist Realism,3
Spatialism,Agostino Bonalumi,Spatialism,28
Spatialism,Alberto Burri,Art Informel,5
Spatialism,Dadamaino,Spatialism,6
Spatialism,Emilio Scanavino,Art Informel,17
Spatialism,Enrico Castellani,Spatialism,16
Spatialism,Fernando Calhau,Minimalism,3
Spatialism,Giulio Turcato,Art Informel,5
Spatialism,Giuseppe Penone,Arte Povera,1
Spatialism,Luciano Bartolini,Contemporary,2
Spatialism,Lucio Fontana,Spatialism,22
Spatialism,Mathias Goeritz,Minimalism,12
Spatialism,Nanda Vigo,Spatialism,1
Spatialism,Paolo Scheggi,Spatialism,17
Spatialism,Piero Manzoni,Arte Povera,12
Spatialism,Rodolfo Arico,Post-Painterly Abstraction,4
Spatialism,Sergio Mario Illuminato,Art Informel,4
Spatialism,Turi Simeti,Spatialism,13
Spectralism,Oleksandr Bogomazov,Avant-garde,5
Street Photography,Alfred Freddy Krupa,New Ink Art,97
Street art,3D,Street art,10
Street art,Alaa Awad,Street art,11
Street art,Alberto Pereira,Street art,10
Street art,Alfred Freddy Krupa,New Ink Art,1
Street art,Bahia Shehab,Street art,13
Street art,Banksy,Street art,23
Street art,Blek le Rat,Street art,29
Street art,Burhan Dogancay,Pop Art,29
Street art,Cope2,Street art,10
Street art,Cornbread,Street art,5
Street art,Dan Witz,Street art,3
Street art,Epsylon Point,Street art,13
Street art,Fab 5 Freddy,Street art,10
Street art,Futura 2000,Street art,10
Street art,Jean-Michel Basquiat,Neo-Expressionism,139
Street art,Jef Aerosol,Street art,10
Street art,Jerome Mesnager,Street art,15
Street art,JonOne,Street art,10
Street art,Keith Haring,Pop Art,15
Street art,Kim Prisu,Art Singulier,1
Street art,Lee Quinones,Street art,13
Street art,Miss.Tic,Street art,13
Street art,Phase 2,Street art,13
Street art,Richard Hambleton,Street art,14
Street art,Seen,Street art,10
Street art,Speedy Graphito,Street art,16
Street art,Stay High 149,Street art,15
Street art,TAKI 183,Street art,14
Street art,TRACY 168,Street art,11
Street art,Tadashi Kawamata,Conceptual Art,1
Stuckism,Billy Childish,Stuckism,16
Stuckism,Godfrey Blow,Stuckism,15
Stuckism,Joe Machine,Stuckism,48
Sumi-e (Suiboku-ga),Alfred Freddy Krupa,New Ink Art,68
Superflat,Matthew Barney,Performance Art,1
Superflat,Takashi Murakami,Neo-Pop Art,29
Suprematism,Aleksandra Ekster,Suprematism,6
Suprematism,El Lissitzky,Abstract Art,11
Suprematism,Erol Akyavaş,Surrealism,1
Suprematism,Fernand Leger,Cubism,4
Suprematism,Kazimir Malevich,Abstract Art,85
Suprematism,Lyubov Popova,Cubism,7
Suprematism,Olga Rozanova,Suprematism,13
Suprematism,Volodymyr Loboda,Soviet Nonconformist Art,1
Suprematism,Vytautas Kairiukstis,Cubism,2
Surrealism,Abdul Mati Klarwein,Magic Realism,3
Surrealism,Abidin Dino,Magic Realism,20
Surrealism,Achraf Baznani,Surrealism,20
Surrealism,Adolph Gottlieb,Abstract Expressionism,3
Surrealism,Adrien Dax,Surrealism,3
Surrealism,Agim Sulaj,Surrealism,6
Surrealism,Agustin Cardenas,Surrealism,14
Surrealism,Alberto Giacometti,Expressionism,5
Surrealism,Alberto Gironella,Surrealism,7
Surrealism,Alberto Sughi,Expressionism,1
Surrealism,Alberto da Veiga Guignard,Modernism,4
Surrealism,Albin Brunovsky,Surrealism,20
Surrealism,Albin Egger-Lienz,Expressionism,1
Surrealism,Alejandro Obregon,Surrealism,10
Surrealism,Alekos Kontopoulos,Social Realism,12
Surrealism,Aleksandr Borodin,Surrealism,15
Surrealism,Alexander Boghossian,Surrealism,10
Surrealism,Alexander Calder,Kinetic art,21
Surrealism,Alfred Freddy Krupa,New Ink Art,24
Surrealism,Alfred Manessier,Art Informel,1
Surrealism,Ali Akbar Sadeghi,Surrealism,3
Surrealism,Alina Szapocznikow,Surrealism,10
Surrealism,Andre Masson,Surrealism,76
Surrealism,Andrzej Wróblewski,Expressionism,1
Surrealism,Angel Planells,Surrealism,27
Surrealism,Anselm Kiefer,Neo-Expressionism,2
Surrealism,Anton Prinner,Cubism,10
Surrealism,Antoni Tapies,Art Informel,3
Surrealism,Antonio Areal,Art Informel,10
Surrealism,Antonio Berni,Social Realism,3
Surrealism,Antonio Dacosta,Surrealism,13
Surrealism,Antonio Lopez Garcia,Magic Realism,1
Surrealism,Arnulf Rainer,Viennese Actionism,3
Surrealism,Arshile Gorky,Surrealism,24
Surrealism,Aydin Aghdashloo,Neo-Expressionism,1
Surrealism,Balcomb Greene,Abstract Art,2
Surrealism,Balthus,Expressionism,10
Surrealism,Ben Shahn,Social Realism,5
Surrealism,Benny Andrews,Expressionism,8
Surrealism,Boleslas Biegas,Symbolism,3
Surrealism,Boris Margo,Surrealism,21
Surrealism,Brassai,Surrealism,60
Surrealism,Brett Whiteley,Neo-Expressionism,9
Surrealism,Brion Gysin,Surrealism,1
Surrealism,Bruno Canova,Surrealism,4
Surrealism,Carlos Merida,Muralism,5
Surrealism,Carlos Orozco Romero,Surrealism,4
Surrealism,Christo Coetzee,Art Informel,4
Surrealism,Clarence Holbrook Carter,Magic Realism,20
Surrealism,Claude Cahun,Surrealism,9
Surrealism,Conrad Marca-Relli,Abstract Art,3
Surrealism,Conroy Maddox,Surrealism,54
Surrealism,Constantin Flondor,Abstract Art,3
Surrealism,Corneille,Art Informel,2
Surrealism,Dado,Surrealism,19
Surrealism,David Alfaro Siqueiros,Social Realism,6
Surrealism,David Burliuk,Avant-garde,10
Surrealism,David Hare,Surrealism,11
Surrealism,David Lynch,Outsider art (Art brut),5
Surrealism,Desmond Morris,Surrealism,38
Surrealism,Diego Rivera,Social Realism,4
Surrealism,Dimitris Mytaras,Expressionism,3
Surrealism,Dmytro Kavsan,Outsider art (Art brut),1
Surrealism,Dolfi Trost,Surrealism,24
Surrealism,Domenico Gnoli,Surrealism,17
Surrealism,Dora Maar,Surrealism,14
Surrealism,Dorothea Tanning,Surrealism,41
Surrealism,Eduardo Arroyo,Pop Art,4
Surrealism,Eduardo Chillida,Abstract Art,2
Surrealism,Edward Ruscha,Pop Art,1
Surrealism,Edward Wadsworth,Vorticism,43
Surrealism,Edward Weston,Surrealism,17
Surrealism,Eileen Agar,Surrealism,40
Surrealism,Ellsworth Kelly,Post-Painterly Abstraction,1
Surrealism,Elmer Bischoff,Expressionism,2
Surrealism,Endre Balint,Expressionism,12
Surrealism,Endre Rozsda,Surrealism,14
Surrealism,Enrico Baj,Surrealism,8
Surrealism,Enrico Donati,Surrealism,24
Surrealism,Enrico Prampolini,Futurism,9
Surrealism,Enzo Cucchi,Neo-Expressionism,4
Surrealism,Eric Massholder,Contemporary,5
Surrealism,Erik Sigerud,Contemporary,6
Surrealism,Erol Akyavaş,Surrealism,6
Surrealism,Erro,Pop Art,3
Surrealism,Esteban Frances,Surrealism,21
Surrealism,Etienne Hajdu,Abstract Art,10
Surrealism,Eva Janina Wieczorek,Surrealism,5
